Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Deutschland,Sergey Khamitsevich,Influyente,,,32,5,96380,22410,58,10,2,5,6,1,5,13,5,12,16,8,23-09-2022 19:53,,6600000,
Trinidad & Tobago,Desmond Markland,Técnico,,,34,1,8710,7270,65,12,1,4,6,1,2,3,7,4,14,1,23-09-2022 20:03,SC Pirassununga 51,714000,
Kyrgyz Republic,Kylych Jumabaev,Rápido,,,35,9,9400,6310,151,10,3,5,4,0,3,3,4,12,14,4,23-09-2022 20:12,,750000,
España,Orkatz 'Basque' Larrauri,Imprevisible,,,29,106,330500,34540,91,10,4,7,7,1,4,15,4,15,13,9,23-09-2022 20:13,,7298765,
Slovensko,Alan Litera,Imprevisible,,,28,54,370950,42800,120,8,6,7,7,1,3,16,3,13,14,5,23-09-2022 20:36,,11000000,
Portugal,Dinis Amoroso,Potente,,,28,48,449440,37170,54,11,2,6,8,1,3,15,4,14,15,4,23-09-2022 20:37,Mõmmibeebid,11800000,
Türkiye,Halil Saylan,Técnico,,,27,62,398780,33450,109,8,6,6,8,1,7,15,5,13,15,8,23-09-2022 20:38,Valdres FK,11400000,
Italia,Giulio Battaglia,Potente,,1,28,79,51990,19670,107,6,3,5,7,1,2,5,3,6,14,5,23-09-2022 21:05,,5000000,
Bulgaria,Georgi Ermenkov,,,1,29,45,123670,26830,70,8,6,7,6,1,7,3,4,13,15,6,23-09-2022 21:33,,3999993,
México,Nicky Hillard,,,,28,100,80800,14370,85,8,4,5,9,1,2,3,3,12,13,8,23-09-2022 22:17,michoacanos f.c.,2040000,
Danmark,Stig Smedegaard,,,1,31,41,46380,13790,102,9,6,5,6,1,6,8,6,10,14,1,23-09-2022 22:53,,2250000,
España,Vicente Carroz,Técnico,,,29,100,183690,29130,153,11,3,7,8,2,6,10,8,10,16,16,23-09-2022 23:42,BrotherS of MetaL,5993000,
España,Mauro Canellas,,,,32,61,21060,5690,0,9,4,7,6,1,6,6,8,10,13,3,23-09-2022 23:47,,1600000,
Italia,Claudio Boso,Técnico,,,35,19,41050,10380,67,15,3,7,7,1,2,15,4,12,14,5,23-09-2022 23:52,,2500000,
Suomi,Thomas Jõe,,,2,29,105,31150,17730,123,7,2,4,6,1,6,5,3,3,14,2,23-09-2022 23:56,die 11 Stars 2,1151000,
Danmark,Andreas Skytte,Imprevisible,,,35,40,10640,6080,9,12,4,4,4,1,5,7,7,12,14,7,24-09-2022 00:24,,1100000,
Deutschland,Hakon Gehlhaar,,,1,27,76,146070,13570,23,5,4,7,7,1,5,9,8,12,13,21,24-09-2022 01:00,,6900000,
Polska,Aleksander Gmiterek,Influyente,,1,30,39,50110,9100,25,7,4,3,7,1,4,4,9,12,13,3,24-09-2022 01:33,Armes Bielefeld,2000000,
Colombia,Lázaro López,,,,32,109,77620,19460,73,11,3,7,6,1,7,5,3,15,15,5,24-09-2022 01:41,,2500000,
Magyarország,Gyula Vetró,Imprevisible,,,29,90,137680,18970,29,9,4,6,6,1,4,14,5,11,13,5,24-09-2022 01:54,,5950000,
France,Fryderyk Bojańczyk,Técnico,,,33,49,46800,12110,55,10,4,7,5,1,5,12,10,9,14,10,24-09-2022 01:58,S.C UFT 07,1546000,
Bosna i Hercegovina,Ermin Abdić,,,1,30,21,80030,9820,29,9,5,7,6,1,5,7,3,13,13,5,24-09-2022 02:01,,1999500,
Polska,Bartłomiej Soloch,,,,37,3,2700,1710,67,11,4,7,4,1,2,4,3,7,14,5,24-09-2022 02:14,,425000,
Italia,Sandro Gianneschi,Imprevisible,,,33,49,24510,8390,122,9,5,4,5,0,6,9,8,11,14,1,24-09-2022 02:35,Atletikaxella,1014000,
Lietuva,Orestas Dusevičius,,,,31,94,44940,26410,90,9,4,5,6,1,3,2,5,5,16,1,24-09-2022 02:48,Gurripulli FC,1061820,
