Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Pilipinas,Baltazar de Guzman,,,,26,40,205810,35010,68,7,4,6,7,1,5,12,5,8,16,5,28-09-2022 05:55,,9300000,
Italia,Ermes Sottocornola,,,,25,35,53870,21200,8,4,4,6,7,1,4,4,4,3,15,3,28-09-2022 05:56,,3350000,
Norge,Rune Strømmen,,,1,21,96,78900,15390,23,2,5,7,7,1,2,5,6,8,15,5,28-09-2022 06:11,,6000000,
Hayastan,Aren Ohanyants,Imprevisible,,,22,11,76340,20900,77,4,3,7,8,1,4,4,5,8,15,5,28-09-2022 06:13,,5200000,
Lietuva,Igorius Avižinis,Imprevisible,,2,24,57,92910,10610,47,4,4,6,8,1,3,3,11,9,14,2,28-09-2022 06:14,,7500000,
China,孔 (Kong)  信隆 (Xinlong),Técnico,,2,25,4,113710,21380,62,5,7,5,8,1,5,10,8,8,15,1,28-09-2022 06:17,,8000000,
Indonesia,Doyok Anwar,Potente,,2,21,71,70860,13630,18,3,6,7,7,1,4,10,2,6,14,1,28-09-2022 06:19,,6681000,
Argentina,Sebastián Martín Nahuelpan,,,,22,85,143360,30510,88,5,3,7,8,2,3,5,5,7,16,1,28-09-2022 06:27,,6950000,
Danmark,Sebastian Alsted,,,1,24,81,321090,33490,43,6,3,7,8,1,7,6,3,14,16,2,28-09-2022 06:27,,8450000,
Brasil,Ronaldo Romeiro,,,1,22,107,68250,9310,88,5,4,5,7,1,3,11,3,6,14,4,28-09-2022 06:34,,6000000,
Danmark,Pelle Stenak,Potente,,1,22,36,81380,21050,83,5,6,7,7,2,2,7,5,3,15,1,28-09-2022 06:34,,4500000,
Türkiye,Teslim Usak,,,1,25,47,81640,15930,6,4,4,5,7,1,3,4,2,12,14,3,28-09-2022 06:37,,4600000,
Chile,Paulino Abarca,,,,24,31,102680,26780,113,4,2,7,7,1,4,4,7,6,15,3,28-09-2022 06:39,AC ASYSTOLE,2750000,
Chile,Carlos José Villablanca ,Cabeceador,,,23,31,109280,19410,71,5,3,5,8,1,4,2,5,12,15,4,28-09-2022 06:41,Juventus Kriens,4271760,
Italia,Davide Luigi Stefanini,,,3,23,30,80450,21560,83,4,5,7,8,1,2,3,3,7,15,3,28-09-2022 07:00,,4300000,
Belgium,Harrie Coppens,Rápido,,,22,3,75390,21960,55,3,4,6,8,1,6,3,5,7,15,4,28-09-2022 07:00,Sporting Haacht,5142000,
Hellas,Leon Fotoulakis,Potente,,1,22,101,82390,12790,57,4,4,6,8,1,3,4,5,9,15,2,28-09-2022 07:01,,5300000,
Chile,Raúl Barrenechea,,,,26,35,27420,9290,5,5,2,5,7,1,7,3,4,2,13,3,28-09-2022 07:08,,1850000,
Sakartvelo,Tengiz Chugunadze,,,,23,37,97080,12810,61,4,4,6,7,1,4,5,3,12,14,1,28-09-2022 07:08,Hanysy Szeroka,2347020,
Portugal,Adriano Figueiredo,Potente,,,21,5,43690,13450,45,2,3,7,8,1,3,5,4,6,14,2,28-09-2022 07:11,,3500000,
USA,Emmett Ervin,,,1,25,78,124600,28270,36,6,4,7,8,1,4,5,5,9,15,7,28-09-2022 07:13,,5190000,
Føroyar,Kaspar Poulsen,,,,25,80,70840,17790,18,6,3,7,8,1,6,5,7,6,14,2,28-09-2022 07:18,,3699000,
România,Titel Mocanu,,,,25,43,78780,21030,22,4,4,6,7,1,4,5,3,9,15,6,28-09-2022 07:19,,4200000,
Sverige,Teo Stensson,,,1,25,47,129330,34740,4,6,1,7,7,1,3,6,7,8,16,2,28-09-2022 07:19,,6225000,
Türkiye,Ünal Erenyüz,,,1,26,67,71070,12430,36,3,3,7,8,1,4,4,2,10,13,2,28-09-2022 07:22,,3500000,
