Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Italia,Alessio Lo Bianco,Potente,,,21,44,41270,8350,15,2,6,6,7,1,3,5,9,7,13,2,02-10-2022 06:07,,4975000,
Estados Unidos,Chandler Sims,Imprevisible,,,24,63,55030,8990,3,4,4,7,7,1,6,8,5,8,13,2,02-10-2022 06:09,,4274105,
Estonia,Indrek Tamm,Imprevisible,,1,21,11,58040,17550,58,3,5,7,8,1,4,4,6,2,14,3,02-10-2022 06:10,Songokus Samurajer,3247680,
Estonia,Sten Juur,Cabeceador,,,21,30,54540,14670,57,3,2,8,8,1,4,5,4,3,14,1,02-10-2022 06:10,SSC Karhu Cycles Potsdam,2550000,
Finlandia,Tommi Autio,,,,21,46,43250,10570,3,3,4,6,7,1,2,7,6,8,13,1,02-10-2022 06:12,,4900000,
España,Joaquín Cogolls,,,,26,103,287000,30610,148,6,3,7,7,1,3,13,2,10,16,8,02-10-2022 06:34,,8500000,
Liechtenstein,Levin Frick,Influyente,,,25,21,86590,19190,130,4,5,8,9,1,5,4,7,6,15,4,02-10-2022 06:35,FC bonda mwen,4000000,
Alemania,Dittmar Hönicke,,,,23,108,55520,12810,98,3,6,6,8,1,3,3,3,3,15,1,02-10-2022 06:38,Thebibas,2295000,
Francia,Yoann Besnier,Potente,,2,24,109,133960,18110,23,4,3,5,9,1,2,14,2,7,13,4,02-10-2022 06:48,,9876543,
Kirguistán,Baktybek Bozgunbaev,Rápido,,1,26,71,171080,17630,63,7,5,4,8,1,4,4,13,11,14,1,02-10-2022 06:50,,8399500,
Austria,Fabio Ambros,Cabeceador,,1,23,8,69100,13430,96,3,4,7,8,2,3,2,9,7,14,4,02-10-2022 06:53,,5999000,
Irak,Anwar Abdullah,Cabeceador,,1,25,88,114700,33130,26,6,4,7,9,1,3,3,3,7,16,1,02-10-2022 06:57,,4099999,
Turquía,Muhammet Öztanır,Potente,,1,21,53,57300,15870,66,3,2,6,7,1,5,3,5,4,15,4,02-10-2022 06:59,,4500000,
Bangladesh,Rahman Sheikh,,,,23,0,105920,22050,38,5,5,6,8,1,4,11,5,6,15,3,02-10-2022 07:04,,8500000,
Japón,優磨 (Yuma) 各務 (Kagami),,,1,26,67,175630,32100,73,6,3,6,8,1,4,3,3,12,16,7,02-10-2022 07:04,,6000000,
Francia,Jonathan Renoult,,,1,25,0,137240,27630,26,4,2,7,8,1,3,3,4,11,15,9,02-10-2022 07:13,,4700000,
Italia,Nico Fassi,Imprevisible,,,24,15,84160,9750,28,5,2,6,7,1,4,5,9,12,13,5,02-10-2022 07:15,,5300000,
Italia,Giocondo Di Domenica,Cabeceador,,,25,47,46010,8430,63,5,7,4,7,1,5,5,4,10,13,4,02-10-2022 07:21,Cavalerii,3122000,
Estados Unidos,Austin Crawford-Burkholder,,,2,24,21,77070,15210,78,4,4,6,8,1,4,7,6,9,14,1,02-10-2022 07:22,,6000000,
Cabo Verde,Diogo Teixeira,Potente,,1,26,109,85800,9230,22,7,3,6,7,1,6,10,10,8,13,2,02-10-2022 07:25,,5479000,
Alemania,Henrik Linck,,,,26,42,51900,24620,125,6,2,4,7,1,3,4,4,7,15,17,02-10-2022 07:25,,2990000,
Alemania,Niklas Grottenkamp,Imprevisible,,,26,59,162270,19010,72,6,5,5,7,1,2,6,13,10,15,2,02-10-2022 07:29,,7600000,
España,Eliseo Roses,,,1,26,29,245200,32020,9,6,4,8,7,1,5,5,3,14,15,3,02-10-2022 07:29,,6200000,
Alemania,Helmut Gelfert,Rápido,,,24,56,64860,8890,12,4,5,7,8,1,4,6,2,11,13,13,02-10-2022 07:31,pointers23,4750000,
Italia,Evaristo Maj,,,1,22,62,73290,18070,56,3,1,6,8,1,3,3,2,8,15,5,02-10-2022 07:32,,4475000,
