Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Austria,Johann Zellhofer,,,,28,6,33530,10950,128,7,2,7,7,13,10,1,1,2,1,19,08-09-2022 01:48,,6000000,
República Checa,Matúš Buliš,,,,37,46,11430,1660,5,11,5,7,5,13,11,1,0,2,0,22,08-09-2022 01:58,,2000000,
Italia,Diego Colica,,,,27,40,58050,19810,100,7,6,7,7,15,6,6,1,2,1,5,08-09-2022 02:28,To-Po,5750000,
España,Toni Escribano,,,,36,87,20430,4540,20,12,4,6,4,15,4,2,1,1,2,16,08-09-2022 02:39,,2500000,
Italia,Salvatore Angiò,,,,29,58,50960,17780,102,8,5,6,8,15,11,1,1,1,3,20,08-09-2022 03:00,Top Gun,7027000,
España,Xavier Figuera,,,,34,38,31840,9110,3,14,5,7,6,14,13,4,4,6,2,15,08-09-2022 03:02,,4300000,
Ucrania,Serhii Kuklenko,,,,28,3,71910,25700,65,7,2,8,9,16,10,3,1,2,1,14,08-09-2022 03:05,,8000000,
Suiza,Massimiliano Cutrono,,,,37,93,12360,2170,154,14,4,5,4,14,8,0,4,3,0,0,08-09-2022 03:05,CrazyDawgs,434520,
Rumanía,Robert Marian,,,,33,6,41890,12920,5,13,6,6,6,15,13,2,1,1,5,15,08-09-2022 03:25,,6350000,
España,Alejandro Parra,,,,34,36,27030,12190,56,12,4,7,5,15,14,9,5,6,2,7,08-09-2022 03:30,,3000000,
Alemania,Fynn Noack,,,,36,33,3770,3850,8,16,3,8,5,13,13,3,0,5,0,14,08-09-2022 04:00,Fk Kone,1221000,
Italia,Alex Di Paola,,,,29,96,40300,12040,0,8,6,6,6,14,5,3,3,2,4,11,08-09-2022 04:01,,4100000,
Hungría,András Levente,,,,30,1,42190,11670,69,9,3,6,7,14,7,2,2,3,5,13,08-09-2022 04:04,,6250000,
Hungría,Gabor Király,,,,39,52,5480,2850,6,17,3,7,3,15,5,0,0,0,0,11,08-09-2022 04:22,,500000,
Vietnam,Trần Văn Thạnh,,,,30,70,38330,11960,122,10,6,6,6,14,11,4,2,3,4,14,08-09-2022 04:29,,5555555,
Alemania,Roberto Farci,,,,30,94,25250,9340,162,10,5,6,7,13,10,4,2,3,1,13,08-09-2022 04:34,F.C.1908,3226000,
Eslovenia,Marko Cebek,,,,33,110,28100,10570,36,10,4,7,5,15,8,1,0,4,0,12,08-09-2022 04:44,,3000000,
España,Karim Salmi,,,,36,50,25170,6810,57,12,3,4,5,16,1,3,0,1,1,2,08-09-2022 05:36,BoneBona Crushers ,700000,
Polonia,Krzysztof Ehlert,,,,28,83,76400,34000,127,10,7,7,6,14,16,1,1,1,1,3,08-09-2022 05:46,Atleticlones,6100000,
Turquía,Kudret Çınar,,,,32,30,68240,25180,182,18,6,8,6,16,15,4,1,2,1,17,08-09-2022 05:49,,9500000,
Gales,Rufus Levan,,,,37,104,14910,2780,230,15,3,5,4,15,8,0,0,0,5,14,08-09-2022 05:57,,1300000,
España,Deivid Rioja,,,,34,73,18920,5710,39,13,4,7,5,14,4,3,3,3,4,4,08-09-2022 06:13,,1045000,
Francia,Hervé Boudot,,,,33,91,29070,7750,33,9,3,6,5,14,11,2,2,1,1,16,08-09-2022 06:14,,3299999,
Bélgica,Ronny Van Vreckem,,,,27,8,47860,20580,39,5,4,7,8,13,14,1,1,1,2,18,08-09-2022 06:20,,7811111,
Portugal,Severino Almeida,,,,35,21,19480,3830,6,13,5,7,5,13,5,6,1,4,1,4,08-09-2022 06:43,FC Lucky Strikers,561000,
