Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Brasil,Dedé Pinheiros,,,,24,93,224580,25140,39,5,6,6,8,1,5,6,4,13,16,3,24-09-2022 22:37,,8000000,
Suecia,Bengt Almbeck,Técnico,,,23,50,63420,22170,15,4,3,6,8,1,3,5,3,4,15,2,25-09-2022 00:51,,3999999,
Hungría,Lyuben Zlatkov,,,,22,77,86920,21460,34,5,3,7,8,1,3,5,4,10,15,5,25-09-2022 01:21,,6000001,
Chile,Osvaldo Del Transito Flores,Imprevisible,,1,21,22,72090,18890,49,3,3,7,8,1,3,3,2,8,15,4,25-09-2022 01:22,Swiss Predators,4490000,
Irán,Arshia Rouianian,,,,21,77,67700,9630,74,3,3,7,8,1,4,3,3,9,14,2,25-09-2022 01:42,,4545000,
Bulgaria,Ivaylo Kotarov,Técnico,,2,24,98,189670,26010,32,6,4,7,7,1,4,4,2,12,16,6,25-09-2022 01:53,,7000000,
Polonia,Adam Bardzik,,,2,25,10,112450,13530,128,5,4,7,9,1,6,10,6,9,14,4,25-09-2022 02:06,,7000000,
Bulgaria,Atanas Angelov,,,,23,64,83130,16550,20,5,4,6,8,1,4,4,3,10,15,5,25-09-2022 02:17,,5000000,
Portugal,Adriano Figueiredo,Potente,,,21,1,40820,13450,45,2,3,7,8,1,3,5,4,6,14,2,25-09-2022 02:19,,3750000,
Rumanía,Dacian Paleacu,Cabeceador,,,22,48,72690,12490,4,5,2,8,7,1,4,4,3,10,14,1,25-09-2022 02:20,,5500000,
Suiza,Pietro Zottino,Técnico,,,22,108,140300,35830,87,5,2,7,7,1,6,5,4,3,17,1,25-09-2022 02:44,,5600000,
Andorra,Josep Maria Gomar,,,3,23,0,142810,23310,9,4,6,5,8,1,4,8,5,12,15,5,25-09-2022 02:47,,8000000,
Italia,Concetto Cultrera,,,1,26,62,203580,24910,83,6,5,8,7,1,2,4,4,14,15,1,25-09-2022 03:06,,5168000,
México,Javier Cocom,,,,25,28,117700,31530,38,6,3,6,8,1,3,3,8,8,16,6,25-09-2022 03:07,,4958000,
Rusia,Yuriy Pervitskiy,Cabeceador,,,25,105,100400,21970,64,5,6,7,7,1,4,6,3,9,15,5,25-09-2022 03:11,,4300000,
Polonia,Gniewko Grzdulec,,,,21,19,38480,13410,52,3,5,5,8,1,3,4,3,6,14,3,25-09-2022 03:41,,4000000,
Irlanda,Reed Corkery,,,,26,42,163120,27420,11,6,3,5,7,1,5,4,4,13,15,4,25-09-2022 03:42,,5250000,
Bielorrusia,Siarzhuk Kalinka,,,,21,3,70670,21480,63,3,2,7,8,2,4,2,5,6,15,3,25-09-2022 03:54,,5499999,
España,Ángel Navarro Soto,,,2,25,71,172020,19470,47,6,2,5,8,1,3,4,11,13,14,2,25-09-2022 04:05,,8000000,
Noruega,Thor Olsen,,,1,23,44,47220,13890,56,4,3,7,8,1,2,6,4,3,14,2,25-09-2022 04:17,,4800000,
Grecia,Voulis Drakopoulos,Imprevisible,,,26,52,57400,10690,121,7,7,7,7,1,3,4,5,8,14,3,25-09-2022 04:25,fbche,2861100,
Alemania,Lutger Herrle,Potente,,1,23,108,43920,8550,94,4,2,7,8,1,2,3,5,5,14,7,25-09-2022 04:41,,2999999,
India,Saravanan Dwarampudi,Cabeceador,,,21,81,66270,14270,12,5,5,6,7,1,4,7,9,6,14,1,25-09-2022 04:43,,8500000,
España,Joan Montagud,Cabeceador,,,21,39,63440,15270,26,3,4,5,8,1,2,7,6,7,14,4,25-09-2022 04:49,,6970000,
Uganda,Bilashi Barenzi,Técnico,,2,22,102,128770,20860,94,6,3,7,7,1,4,8,2,8,16,2,25-09-2022 05:10,,7500000,
