Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Italia,Nicola De Paolis,Rápido,,1,23,16,28350,3890,94,3,3,6,8,1,3,11,4,10,3,3,29-08-2022 18:41,,3000000,
Bosna i Hercegovina,Andreja Lalić,,,,23,10,25490,4690,94,4,6,4,7,1,4,11,4,10,3,5,29-08-2022 18:41,,2700000,
Portugal,Sabino da Cunha,,,,22,74,8800,1310,81,2,5,4,8,1,2,10,3,7,3,3,29-08-2022 18:42,,1500000,
Bangladesh,Abdur Kamal,,,1,27,38,2130,590,22,4,3,6,6,2,5,8,2,5,2,5,29-08-2022 18:45,,22500,
Deutschland,Ulrich Burgdorf,Imprevisible,,2,26,76,39550,2190,125,5,4,6,7,1,7,10,5,11,3,1,29-08-2022 18:55,,1000000,
Nederland,Ernst-Jan Muntinga,Técnico,,1,26,38,23880,3230,14,5,5,6,7,1,9,11,6,7,3,4,29-08-2022 18:57,,1500000,
Lietuva,Lauris Varenkevičius,,,,25,2,10050,3050,22,4,2,6,7,1,6,11,3,3,2,5,29-08-2022 19:02,GLund,242000,
Nederland,Sijbrand Beemsterboer,,,1,23,12,11340,2530,64,4,2,6,8,1,5,11,3,6,2,6,29-08-2022 19:03,RajaClubAthletic2,561000,
Israel,Aviad Tishby,Potente,,,23,86,55850,3190,5,4,4,7,8,1,10,10,3,11,5,11,29-08-2022 19:09,Frederikshavn IF,4224975,
Argentina,Jonathan Casal,Imprevisible,,1,25,35,5220,1290,21,2,6,4,7,1,3,9,5,6,5,2,29-08-2022 19:20,,189000,
Bénin,Ousman Fagbohoun,Técnico,,,23,70,46610,3930,57,5,6,7,7,1,3,11,7,8,10,2,29-08-2022 19:29,,5500000,
España,Abel Vellosillo,,,,26,79,6460,1110,15,4,5,4,7,1,9,8,4,5,2,5,29-08-2022 19:55,Olympique d'Honfleur,261000,
Srbija,Nenad Dimitrijević,,,,24,9,53250,5170,93,6,4,4,7,1,11,10,7,9,5,1,29-08-2022 20:20,,3490000,
Chile,Juan Luis Gil de Borja,,,,26,83,6020,1190,81,5,4,4,8,1,6,10,5,4,2,5,29-08-2022 20:23,Club Locos y Locas,75000,
Deutschland,Dietfried Prax,,,,23,85,6230,590,76,3,5,7,8,1,5,9,6,7,5,3,29-08-2022 20:28,,255000,
France,Hervé Pelletier,,,,25,47,10490,3270,4,4,5,5,8,2,6,11,5,3,2,3,29-08-2022 20:43,,380000,
España,Manuel Pablo Petisme,Cabeceador,,1,26,2,4850,1650,25,4,5,5,7,1,4,10,2,5,3,5,29-08-2022 20:44,FcBCalafellencs,149000,
Deutschland,Nikolay Styazhkin,,,,25,77,17100,990,12,5,2,8,9,1,5,8,6,8,8,1,29-08-2022 21:01,,800000,
Chile,Macerio Quinchahuala,,,,25,64,1170,490,3,4,6,5,6,1,4,8,2,4,3,5,29-08-2022 21:04,,20000,
Chile,Aureliano Aguayo,,,,24,99,45700,2730,22,4,3,7,7,1,9,9,11,8,4,3,29-08-2022 22:02,,3850000,
Portugal,Lúcio Loiola,Rápido,,,25,84,32440,2270,102,3,3,5,7,1,5,10,7,11,4,4,29-08-2022 22:07,,1000000,
España,Jesús Arnal,Rápido,,,28,59,16710,4810,18,4,5,3,6,1,4,11,5,9,3,7,29-08-2022 22:15,,610000,
Argentina,Marcelo Pérez,,,,24,50,2990,790,19,3,3,4,8,1,6,9,2,4,2,5,29-08-2022 22:29,,120000,
Brasil,Matheus Valadares,Influyente,,,26,23,13720,1110,71,3,4,8,7,1,5,8,6,9,3,4,29-08-2022 23:00,foal14,999999,
Magyarország,János Csendér,Técnico,,1,26,77,15130,1450,124,4,5,6,7,1,7,9,5,8,4,2,29-08-2022 23:03,,1000000,
