Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Brasil,Zenilton Furlan,,,,34,109,10210,12530,23,12,4,6,5,1,3,7,4,9,15,8,24-09-2022 07:04,Schwarz IT Bulgaria,543000,
Sverige,Ingar Forsstad,Técnico,,,34,7,8630,4510,2,10,3,5,6,1,4,9,4,11,13,10,24-09-2022 07:07,,1000000,
Uruguay,Roberto Camargo,Rápido,,,33,90,135310,21510,0,11,3,7,7,1,3,14,4,16,14,7,24-09-2022 07:09,,4398741,
Suomi,Sami Honkanen,Rápido,,,29,15,347240,38100,51,9,5,5,7,2,3,14,9,14,16,3,24-09-2022 07:12,,15600000,
Venezuela,Bladimiro Rizo,Potente,,1,29,64,111260,13930,40,9,2,7,7,1,6,6,6,13,13,3,24-09-2022 07:12,,3900000,
România,Teodor Vlad,Técnico,,,29,3,287660,34460,39,11,4,6,7,1,2,14,3,12,16,1,24-09-2022 07:13,,10000000,
Belgium,Kelt Hugo Couzy,Cabeceador,,2,34,63,39040,13430,10,13,4,8,7,1,5,13,3,12,15,15,24-09-2022 07:13,,3567921,
Iran,Amir Houshang Agha Beik,Técnico,,,35,54,33090,12120,15,18,3,6,6,1,2,13,2,12,15,15,24-09-2022 07:15,,2865332,
Danmark,Lennart Nissen,Técnico,,,33,76,50120,11830,35,11,4,4,5,1,7,13,4,14,13,6,24-09-2022 07:15,,3400000,
Sverige,Joonas Virranniemi,,,,29,61,231610,24700,6,8,6,7,8,1,4,9,6,15,14,5,24-09-2022 07:16,,4431131,
Argentina,Francisco Matías Pasucci,Rápido,,,37,90,12320,2750,10,15,2,7,5,0,2,8,6,12,14,12,24-09-2022 07:16,Buffalo Soldiers F.C.,600000,
España,Juan Luis Forcadell,Cabeceador,,,34,108,19370,8570,35,9,5,7,6,1,10,13,3,8,13,17,24-09-2022 07:18,,1750000,
Venezuela,Alberto Corao,,,1,34,97,17400,10440,7,13,5,5,6,1,2,5,4,15,13,6,24-09-2022 07:25,,1150000,
Deutschland,Bernd Eltze,Potente,,1,35,83,15280,12590,14,10,3,7,7,1,3,5,4,9,16,13,24-09-2022 07:32,,1100000,
USA,Colt Brandenburg,,,1,27,75,172780,19210,48,7,5,8,7,1,4,9,2,12,14,6,24-09-2022 07:42,,7400000,
España,Fernando Cachola,Imprevisible,,,35,15,31900,6830,122,14,5,6,7,1,3,9,10,15,13,13,24-09-2022 07:42,,2000000,
Venezuela,Jaime Cárdenas,Rápido,,,27,94,364280,18710,58,10,4,7,7,1,4,14,13,12,13,7,24-09-2022 07:46,,10745000,
Italia,Natalino Alioto,Rápido,,,27,78,85450,30340,26,6,6,5,6,1,3,4,7,7,15,10,24-09-2022 08:05,Puig-reig CF,2980000,
Polska,Patryk Fąfrowicz,Influyente,,,27,78,160470,18250,126,5,7,6,7,1,6,7,2,12,15,6,24-09-2022 08:08,,6750000,
Belgium,Olaf Ruediger,Cabeceador,,1,30,42,107680,21310,22,7,4,4,6,1,5,5,5,14,15,3,24-09-2022 08:13,,4500000,
Canada,Cristian Visonà,Imprevisible,,,28,1,309030,24640,76,8,2,7,7,1,3,14,5,13,13,3,24-09-2022 08:14,,8849000,
USA,Ronny Butler,,,,34,42,10530,7270,3,11,2,7,5,1,4,7,8,10,14,5,24-09-2022 08:24,,1600000,
Rossiya,Maksim Paraschenko,Potente,,2,32,17,113590,21880,43,10,4,6,6,1,9,4,3,16,15,2,24-09-2022 08:27,,3750000,
România,Gabriel-Mihai Bradu,Técnico,,,31,20,180750,19840,26,9,5,6,6,2,4,14,8,15,13,17,24-09-2022 08:27,,5500000,
Uruguay,Emanuel Lituma,Técnico,,,28,78,56500,9990,89,6,5,4,6,1,4,10,8,11,13,3,24-09-2022 08:33,,3900000,
