Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Italia,Costante Cigada,,,2,22,3,86270,35220,77,4,5,5,8,1,4,4,4,5,16,2,26-09-2022 14:31,,5500000,
Alemania,Roman Thomsen,Rápido,,,21,100,64110,11970,66,3,6,7,8,1,4,4,6,3,15,2,26-09-2022 14:32,1. FC Mordor,4500000,
Bulgaria,Dimitar Kamenov,Cabeceador,,,25,54,284660,23650,134,7,3,8,8,1,4,9,11,13,15,1,26-09-2022 14:33,Massimo United,10000000,
Polonia,Ferdynand Siębida,Rápido,,,26,25,83470,18270,131,4,2,7,7,1,6,7,6,6,15,2,26-09-2022 14:36,GLK FC,3721000,
Alemania,Alfred Ollinger,,,3,26,55,153550,19910,148,4,7,7,7,1,3,9,8,10,15,5,26-09-2022 14:38,,7500000,
Italia,Alcide Roscini,,,1,26,56,68310,29020,123,6,4,5,7,1,3,3,3,3,16,2,26-09-2022 14:39,,3000000,
Puerto Rico,Ángel Torres,,,,21,102,70130,8490,3,3,2,6,7,1,6,3,10,10,13,4,26-09-2022 14:41,,5990000,
Alemania,Sepp Veerlann,Rápido,,,23,94,79100,7850,58,4,5,6,8,1,1,10,4,8,14,2,26-09-2022 14:44,,6250000,
Suecia,Peter Askenstedt,Cabeceador,,,25,50,114650,27930,57,4,4,6,8,1,2,7,3,9,16,5,26-09-2022 14:50,,6350000,
Francia,Nicolas Martins,,,,24,58,242220,20320,62,3,6,7,7,1,6,11,3,13,15,1,26-09-2022 14:51,,9500000,
Suiza,Vito Wyler,Potente,,,25,42,57470,9910,61,4,5,7,8,2,4,5,4,10,13,9,26-09-2022 14:56,,4444444,
España,Isidoro Guexar,,,,24,12,95950,20150,107,4,4,7,8,1,5,5,3,9,15,3,26-09-2022 14:57,,4500000,
Finlandia,Vesa Mäyrä,Imprevisible,,,21,44,101800,14570,69,4,1,7,8,1,4,5,10,10,14,4,26-09-2022 15:02,Sunset Attacks,7493000,
Luxemburgo,Antoine Klees,Rápido,,,24,41,85190,19270,87,4,6,8,8,1,3,4,5,7,15,4,26-09-2022 15:06,Magicos CF,3694000,
Luxemburgo,Robi Blaise,Rápido,,,23,30,80730,20610,86,3,7,6,8,2,5,4,3,7,15,2,26-09-2022 15:07,GLK FC,4064700,
Santo Tomé y Príncipe,Júlio Canada,,,2,25,26,158360,15390,47,5,4,8,8,1,5,3,8,13,14,4,26-09-2022 15:07,,5800000,
Irán,Kourosh Amir Moezi,Rápido,,1,25,28,129050,13550,45,5,6,7,7,1,3,4,9,12,14,2,26-09-2022 15:08,,6200000,
Rusia,Denis Brusilovskiy,,,1,21,65,50360,11290,72,4,5,7,6,1,4,6,3,7,14,1,26-09-2022 15:12,,5000000,
Italia,Gian Luigi Gobbetti,,,1,21,105,105260,20750,78,4,2,8,8,1,4,3,3,7,16,3,26-09-2022 15:12,,5950000,
Hungría,Tamás Hatzelhoffer,Imprevisible,,,22,20,45450,12010,9,4,5,5,8,1,4,4,1,8,14,2,26-09-2022 15:14,,3750000,
Rumanía,Laurenţiu Marincea,,,,21,90,70900,12170,69,3,4,7,8,1,3,5,6,6,15,4,26-09-2022 15:15,Rigosa United,3970000,
Polonia,Krzysztof Pipka,,,1,26,55,38020,6630,27,3,2,4,8,1,3,1,10,7,13,3,26-09-2022 15:15,,3250000,
Estados Unidos,Adam Ballard,,,,23,71,93950,19410,6,3,3,6,8,1,2,5,10,5,15,2,26-09-2022 15:15,,5500000,
España,José Ángel Heras Hermosilla,,,,22,14,46820,8570,3,3,4,8,7,1,3,9,3,5,13,2,26-09-2022 15:16,theBar FC,2750000,
Francia,Daniel Chihi,,,,23,103,79080,17990,6,3,5,7,8,1,3,4,3,8,15,4,26-09-2022 15:17,,4000000,
