Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
España,José Xerez,Técnico,,,28,105,29320,6490,74,6,6,5,7,1,3,13,2,7,4,4,31-08-2022 06:12,,1750000,
Portugal,Hélder Jorge Rosário,,,,27,80,38840,10370,115,5,3,6,7,1,6,13,4,6,5,8,31-08-2022 06:18,Nigels Drenge,500000,
Portugal,Felisberto da Conceição,,,,27,89,38660,11490,115,5,3,6,7,1,6,13,3,7,3,5,31-08-2022 06:19,,700000,
España,Joaquim Sors,Potente,,,28,19,93330,24460,178,7,1,7,7,1,3,15,4,10,7,6,31-08-2022 06:22,The Scoring Stones,2040000,
España,Castejón Flaquer,Técnico,,1,28,7,75030,16870,165,6,3,7,7,1,2,14,3,9,9,4,31-08-2022 06:22,,2000000,
Österreich,Heinrich Resch,Cabeceador,,1,28,27,50330,9410,91,6,5,7,7,2,6,13,11,4,3,2,31-08-2022 06:25,,1899000,
France,Édouard Duclos,Influyente,,2,28,34,144610,29570,179,8,4,8,7,1,7,15,7,6,11,3,31-08-2022 06:30,,3500000,
Deutschland,Frank Brodtitz,Imprevisible,,1,28,3,155250,29880,67,8,4,6,7,1,3,14,4,10,15,5,31-08-2022 06:40,,9500000,
Norge,Leif Lien,,,,28,110,103590,29220,155,8,3,3,6,1,10,15,10,9,4,2,31-08-2022 06:41,,5000000,
Deutschland,Mark Lahm,,,,28,83,49540,20880,90,5,5,4,6,1,4,15,3,9,4,6,31-08-2022 06:42,,1770000,
Sverige,Renato Eikenberry,,,,27,6,148920,19290,100,5,1,6,7,1,4,14,11,10,9,4,31-08-2022 06:46,,6700000,
Türkiye,Bülent Salduk,Imprevisible,,2,28,0,262790,28810,2,6,5,7,7,1,5,15,15,10,5,2,31-08-2022 06:49,Wilga Boys,6871055,
Italia,Gianluca Granata,,,1,27,105,45100,12970,102,7,3,5,7,1,7,14,5,4,6,5,31-08-2022 06:56,VKL,214000,
Italia,Gian Maria Di Fuccio,,,1,28,75,49310,7750,143,6,5,8,7,1,5,12,9,8,6,12,31-08-2022 07:05,Carpi 2012,1817000,
Argentina,Juan Bautista Sagrev,,,1,28,74,21870,6050,36,6,5,8,7,1,7,12,3,4,5,7,31-08-2022 07:09,ARÉVALO C.F.,550000,
Magyarország,Zétény Sivák,Imprevisible,,,28,98,139490,22120,101,7,5,5,7,2,5,14,2,12,11,5,31-08-2022 07:11,,4790000,
Sverige,Jörgen Kjellhult,,,,27,25,191600,36050,162,8,4,4,7,1,14,15,4,8,3,4,31-08-2022 07:26,,6750000,
Česká republika,Dušan Heryán,Rápido,,,27,107,127350,15790,162,8,1,5,7,1,14,13,5,8,2,2,31-08-2022 07:27,,3950000,
Deutschland,Hendrick Fill,Técnico,,2,28,84,61280,7950,13,6,2,4,9,1,10,12,6,11,3,4,31-08-2022 07:36,Amigos Borrachos,1980000,
Perú,Silvio Huapaya,,,,27,33,136670,26270,40,6,2,4,7,1,14,14,3,3,4,3,31-08-2022 07:43,,4100000,
Portugal,Claudino Correia,,,,27,107,50090,6530,143,6,3,5,7,1,10,13,5,6,5,6,31-08-2022 07:44,,2000000,
Polska,Paweł Stec,,,1,27,63,226020,16430,62,8,5,6,7,1,13,13,15,6,4,2,31-08-2022 07:52,,7950000,
Sverige,Anders Anderlind,,,,28,52,194430,25400,3,6,4,7,7,1,5,15,12,13,2,3,31-08-2022 08:00,,5500000,
Nederland,Brand-Jan Aartse,Imprevisible,,1,27,99,180940,20730,118,6,2,7,7,1,11,15,4,10,6,15,31-08-2022 08:18,APRIL THURSDAY CZECH,5000000,
Suomi,Kari Lehtimäki,,,2,28,44,146570,28430,18,6,4,7,7,1,4,15,11,10,3,2,31-08-2022 08:19,,4700000,
