Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Italia,Giorgio Dal Pont,Técnico,,,32,99,112760,20560,39,13,3,6,6,1,3,15,5,13,13,11,22-09-2022 04:34,,3000000,
Belgium,Joran Teugels,,,,30,1,169360,21090,72,9,2,6,7,1,4,9,3,15,15,3,22-09-2022 04:36,,4394895,
España,Francisco Tello,,,1,33,104,24710,24840,264,9,5,7,5,1,4,5,2,4,16,5,22-09-2022 04:38,dragone rosso3,500820,
Deutschland,Curd Kay,,,,33,95,18830,21940,263,7,5,5,5,0,4,3,2,2,16,2,22-09-2022 04:39,Sötaupayérs,360000,
España,Fernando Cirelluelo,Rápido,,,34,37,9310,6030,64,9,4,4,7,1,4,5,3,12,13,17,22-09-2022 04:44,P.K. Team,549000,
Deutschland,Otto Grohar,,,1,27,9,91580,30290,131,4,4,6,7,1,4,5,3,6,16,9,22-09-2022 04:45,Vigorexicos,2500000,
Colombia,Caitan Cayas,Rápido,,1,27,5,248430,21760,91,7,6,8,7,1,4,14,3,13,13,1,22-09-2022 04:47,,7999999,
Deutschland,Wolfgang Bottrop,Potente,,,33,8,33730,11600,171,8,6,8,6,1,6,10,6,9,15,4,22-09-2022 04:50,Stella Capriasca 1979,2341000,
Türkiye,Samim Harika,Técnico,,,29,38,38830,10760,135,8,7,5,6,1,6,6,4,10,13,8,22-09-2022 04:53,,2500000,
Suomi,Eevertti Torkell,Imprevisible,,,29,13,122860,22810,11,8,4,7,6,1,3,4,8,12,15,5,22-09-2022 04:54,,5896000,
Italia,Davide Pellicanò,Rápido,,,33,21,43300,10660,56,10,4,7,6,1,3,5,13,11,14,7,22-09-2022 04:57,Arcangel Terrassenc,2800000,
Perú,Santi Barrero,Imprevisible,,,27,61,135410,15750,105,6,4,7,7,1,4,8,6,12,14,2,22-09-2022 04:59,,5500000,
Crna Gora,Vanja Erlić,Rápido,,,27,3,47990,9990,27,5,1,7,7,1,4,5,8,7,13,11,22-09-2022 04:59,N.D. Park Casinò,2549999,
Malta,Maximillian Formosa,Imprevisible,,1,34,54,28290,10640,8,12,3,7,5,1,4,14,4,12,13,3,22-09-2022 05:02,,2300000,
Italia,Giuseppe Astolfi,,,,28,104,62520,11330,163,8,4,6,7,2,5,3,6,11,13,14,22-09-2022 05:12,,2850000,
Al Kuwayt,Ali Morad Baba Moradi,Técnico,,1,36,0,34010,9150,8,19,3,6,7,0,2,13,4,14,13,6,22-09-2022 05:15,Jambo Kurwa,1350000,
England,Gilbert Parker,,,,35,106,9770,7150,13,13,5,7,7,0,6,4,6,9,14,2,22-09-2022 05:15,F.C. Mirel,750000,
Česká republika,Zdeněk Horčík,,,,27,13,87540,23050,41,7,2,5,7,1,4,6,9,7,15,11,22-09-2022 05:18,Cráneos Humoso,2550000,
Prathet Thai,Supachai Oengwatana,Rápido,,1,31,3,112850,16600,89,10,5,8,6,1,3,11,9,12,14,5,22-09-2022 05:29,titchorico,4162000,
Italia,Giuseppe Feliciano,Potente,,1,29,99,42560,10150,125,9,5,5,6,1,4,4,6,9,14,7,22-09-2022 05:29,Fc Hanko 2005,1561000,
Uruguay,Néstor Fernando Zimmer,,,,27,24,247090,34060,24,6,4,6,8,1,2,5,15,7,16,9,22-09-2022 05:30,,8500000,
Eesti,Erich Vägine,Potente,,1,31,6,53990,9900,119,10,1,8,6,1,4,9,8,10,13,7,22-09-2022 05:43,,2222222,
Italia,Salvatore Zarriello,,,,34,33,7180,6710,66,12,5,8,5,1,3,7,5,8,14,7,22-09-2022 05:51,,650000,
Malta,Pawlu Lukas,,,,28,7,148140,34980,105,7,2,6,7,1,5,12,3,5,16,11,22-09-2022 05:54,,5250000,
Sverige,Anders Rahmerberg,Cabeceador,,,27,98,142720,15370,96,7,5,8,7,1,2,6,5,13,14,3,22-09-2022 06:28,,5350000,
