Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Irlanda,Reed Corkery,,,,26,50,164160,27420,12,6,3,5,7,1,5,4,4,13,15,4,02-10-2022 09:34,,5375000,
Chile,Noel Vesga,,,1,25,13,104400,22840,57,6,5,6,7,1,5,12,5,2,15,2,02-10-2022 09:42,FC De Nieuwe Keizer,5916000,
Eslovaquia,Benjamín Neboráčik,Potente,,,25,81,260670,24510,79,5,4,8,7,1,5,12,3,12,15,1,02-10-2022 09:43,,9999999,
Turquía,Sıddık Mahru,,,1,24,46,64080,21460,47,3,4,6,7,1,3,4,3,7,15,3,02-10-2022 09:48,,2900000,
Dinamarca,Anders Zacho,Rápido,,,23,89,106910,26460,28,4,7,5,7,1,3,9,3,8,15,3,02-10-2022 09:53,,8000000,
Italia,Alessandro Osti,,,,23,83,27390,7970,34,3,2,4,8,1,6,4,8,5,13,6,02-10-2022 09:56,,3392513,
Eslovenia,Luka Aranđelović,,,,21,90,45110,7850,20,4,2,4,8,1,4,3,3,9,14,1,02-10-2022 09:56,PICÚR FC,2856000,
Italia,Doriano Scarzanella,,,1,23,24,89810,30130,91,4,4,7,8,1,3,3,5,4,16,3,02-10-2022 10:00,,3500000,
Italia,Claudio Pattaro,Cabeceador,,,26,97,91280,12730,108,4,4,3,8,1,4,4,4,14,13,6,02-10-2022 10:11,,4008836,
Italia,Andrea Giuseppe Roncaglia,Cabeceador,,,23,74,193520,31590,41,5,6,7,8,1,3,8,7,9,16,2,02-10-2022 10:13,,15000000,
Holanda,Tico Acket,Rápido,,,23,79,158070,30850,41,5,4,7,8,2,3,7,7,8,16,5,02-10-2022 10:14,,11500000,
España,Alejo Pellejero,,,,24,18,105930,34730,103,5,5,7,7,1,2,3,3,5,16,3,02-10-2022 10:17,CF ONCE,3978000,
Italia,Walter Cerino,,,2,24,96,125670,11010,46,5,5,5,8,1,4,13,3,10,13,9,02-10-2022 10:23,,5950000,
Austria,Niklas Reichenwallner,,,,26,59,204960,32940,36,5,3,6,7,1,3,8,4,13,16,2,02-10-2022 10:27,,7900000,
Suiza,Piermarco Barnini,,,,26,47,205980,16350,98,5,7,7,7,1,3,4,15,11,13,7,02-10-2022 10:29,,6800000,
Italia,Nicola Falco,Imprevisible,,,24,10,128180,27040,12,4,3,6,8,1,6,2,8,10,15,3,02-10-2022 10:32,,6900000,
Oceanía,Mandawuy Hoolahan,,,,22,66,16000,7970,24,3,4,3,7,1,3,4,5,4,13,4,02-10-2022 10:34,,2190000,
Israel,Alexey 'The Riddler' Rogalskiy,,,2,21,57,93100,24480,72,4,3,5,8,1,4,4,5,8,15,2,02-10-2022 10:36,,6000000,
Chile,Maiko Biesdorf,,,,23,72,98850,21280,25,4,3,5,7,2,3,3,11,8,15,6,02-10-2022 10:46,,7000000,
Islas Feroe,Ólavur Skaalum,Rápido,,,22,37,28460,8950,8,3,5,5,8,1,3,3,4,7,13,7,02-10-2022 10:49,,4720000,
Bulgaria,Ali Arif Şentürk,,,1,26,32,96960,23700,89,5,4,7,7,1,3,4,7,8,15,6,02-10-2022 10:49,,4100000,
República Checa,Oto Veleba,,,,24,12,33460,9570,106,5,4,6,7,1,4,4,6,5,13,12,02-10-2022 10:50,Vialinos,2346000,
Bulgaria,Alexander Cholakov,Rápido,,,22,103,112550,16070,83,4,4,6,8,1,4,4,3,11,15,5,02-10-2022 10:56,Saarbrigge,5611000,
Portugal,Grácio Melo,Cabeceador,,,25,70,134090,23810,42,5,4,7,7,1,5,4,3,12,15,9,02-10-2022 10:58,FC Vampire Clan II,4191000,
Portugal,Basílio Gonçalves,Potente,,2,23,30,97810,13730,34,3,4,8,8,1,3,10,7,7,14,2,02-10-2022 11:05,,7300000,
