Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
República Checa,Oto Káňa,,,1,30,71,20520,13210,198,9,5,7,6,1,3,4,6,6,14,14,16-09-2022 13:33,,1300000,
Estonia,Rain Raun,Técnico,,,29,60,216590,21590,8,7,5,6,8,1,5,11,3,15,14,3,16-09-2022 13:35,,5743000,
Italia,Sergio Guarise,,,,34,85,14050,9760,40,11,4,8,7,1,3,7,8,13,14,12,16-09-2022 13:36,,1700000,
República Checa,Jakub Hocke,Rápido,,,32,102,40660,7530,101,9,5,5,7,1,3,10,6,11,13,14,16-09-2022 13:37,Kensi's dreamteam,2157300,
Suiza,Cyril Guinoiseau,Técnico,,2,28,79,341320,29000,144,10,5,7,7,1,5,15,6,14,13,12,16-09-2022 13:43,,8000000,
Canadá,Jacobo Feres,Rápido,,3,28,86,123810,21740,37,9,4,7,7,1,2,8,9,10,15,5,16-09-2022 13:45,,6737500,
Francia,Eric Youkpo,,,3,30,34,32510,14190,21,5,5,2,6,1,4,4,3,11,14,4,16-09-2022 13:45,Arsaspor,1129000,
Vietnam,Nguyễn Thanh Châu,Rápido,,1,27,23,103180,22190,49,8,4,6,7,1,4,8,4,10,15,21,16-09-2022 13:46,,7987500,
Finlandia,Arttu Järnefelt,,,1,28,40,109240,15370,31,7,4,7,7,1,4,3,12,10,14,4,16-09-2022 13:55,Slackbaba,5202000,
Bélgica,Yoni Van Acoleyen,Rápido,,,29,23,63360,14700,8,8,2,7,6,1,4,3,10,8,14,15,16-09-2022 13:56,trainner_manuel Team,3884160,
Polonia,Arkadiusz Starnowski,Técnico,,,27,95,253980,26440,1,6,4,5,7,1,3,13,3,11,15,1,16-09-2022 14:05,,7995000,
Suecia,Versangetorix Ruiz Tagle,,,,27,38,19080,11990,45,4,4,2,7,1,4,4,4,3,13,1,16-09-2022 14:05,Peaners F.C,1097000,
Bulgaria,Velin Mihov,Cabeceador,,,28,36,117950,23490,88,6,4,7,7,1,6,7,6,11,15,6,16-09-2022 14:08,,5499999,
Moldavia,Vladimir Ioviţă,Imprevisible,,1,31,56,143780,24280,6,9,4,4,7,2,3,14,7,15,15,2,16-09-2022 14:14,,6997500,
Brasil,Miguel José du Pieba,,,,31,18,85270,21490,74,9,5,6,6,1,5,6,13,7,15,1,16-09-2022 14:14,,3200000,
Ucrania,Yevgen Skripchinsky,Cabeceador,,,35,74,13550,5010,24,13,7,7,4,1,2,5,11,13,13,13,16-09-2022 14:14,,3250000,
Estados Unidos,Javier Corvera,Rápido,,2,29,26,118880,15570,5,8,3,6,7,1,8,4,6,14,13,3,16-09-2022 14:15,,5450000,
Holanda,Guus Berentsen,Potente,,,32,63,103740,14800,5,10,5,7,6,1,4,14,4,13,13,3,16-09-2022 14:16,,5450000,
Finlandia,Sami Honkanen,Rápido,,3,29,7,347430,38100,50,9,5,5,7,2,3,14,9,14,16,3,16-09-2022 14:19,,16000000,
Rumanía,Teodor Vlad,Técnico,,,28,107,304990,37710,38,11,4,6,7,1,2,14,3,12,16,1,16-09-2022 14:20,,10250000,
Italia,Giuliano Guarneri,Rápido,,,35,10,8070,7170,66,8,6,5,5,1,4,3,3,10,15,8,16-09-2022 14:21,Villans FC,544680,
Irak,Yousif Laith,Cabeceador,,,27,43,168670,16490,57,7,3,7,8,2,5,11,4,11,14,2,16-09-2022 14:21,,9000000,
Israel,Egoz Arshansky,,,,37,108,1780,1940,137,14,1,6,3,0,5,0,3,1,13,5,16-09-2022 14:22,JB Futebol e Samba,157000,
España,Kepa Marín,,,,28,69,132800,27210,53,6,4,4,7,1,4,11,4,9,15,11,16-09-2022 14:24,FC Buureland,4500000,
Corea del Sur,Seok-Ki Kim,Técnico,,1,35,42,17340,5950,7,13,3,5,4,1,3,10,7,14,13,4,16-09-2022 14:27,PengPeng United,1047540,
