Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Ukraina,Yakov Ramzin,,,1,28,93,108580,31500,102,8,4,8,7,1,3,6,4,8,16,9,08-10-2022 19:55,,2599999,
Portugal,Fausto Soares Reis,Rápido,,1,30,42,22170,9020,170,10,1,7,7,1,3,5,4,5,13,3,08-10-2022 20:01,,1800000,
Suomi,Joel Ahokanto,Rápido,,1,27,19,329840,35230,87,6,3,7,8,1,3,13,5,11,16,4,08-10-2022 20:09,,11000000,
Srbija,Strahinja Ikodinović,Rápido,,,35,82,21140,8450,75,16,7,4,6,0,3,9,14,9,14,12,08-10-2022 20:10,,6799900,
France,Gérôme Cantin,Técnico,,,35,4,20240,6820,22,12,5,6,5,1,3,13,4,11,14,4,08-10-2022 20:13,,2800000,
Rossiya,Rostislav Chekmasov,,,1,31,76,135860,21110,89,11,6,7,6,1,7,12,4,12,15,3,08-10-2022 20:48,,4499999,
Polska,Guido Dampfpfeife,Cabeceador,,,32,51,86250,14940,45,12,4,6,7,1,3,9,15,10,14,8,08-10-2022 20:55,,3990000,
España,罗 (Luo)  育迪 (Yudi),,,,35,94,13670,9900,58,14,3,8,4,1,2,5,10,8,15,1,08-10-2022 22:57,FC STUDZIAN ,1375000,
Uruguay,Pablo Novick,Rápido,,1,29,49,34680,9830,143,7,6,5,7,1,6,3,5,9,13,15,08-10-2022 23:03,Sharp Shooters FC,2413320,
Sverige,Andreas Olsson,Imprevisible,,,34,109,9570,7510,21,12,5,7,5,1,6,3,3,12,13,20,08-10-2022 23:04,CLugano,1034000,
Schweiz,Timon Hannes Boghi,Potente,,,35,53,8840,4800,1,12,1,5,5,0,3,9,5,12,13,11,08-10-2022 23:06,Maxdoro,631380,
Brasil,Mauro Bulhões,Imprevisible,,,29,0,111590,14810,46,8,7,7,6,1,6,3,9,11,14,3,08-10-2022 23:47,,6250000,
Ireland,Brian Johnson,Rápido,,,36,36,19260,5720,18,21,7,7,4,0,3,11,8,11,15,19,08-10-2022 23:48,,10950000,
România,Mircia Lăzanu,Potente,,2,33,35,29990,13410,160,9,5,4,6,1,4,9,3,14,14,2,08-10-2022 23:54,,2500000,
Österreich,Bruno Lassnig,Imprevisible,,,33,18,48270,18210,6,9,1,6,5,1,4,15,6,8,14,5,09-10-2022 00:28,,2400000,
Rossiya,Viktor Chernev,Técnico,,,32,110,120070,29650,27,12,4,4,6,1,3,16,6,13,13,6,09-10-2022 00:36,,5000000,
Israel,Li Shain,,,,27,73,69620,21510,23,7,4,6,7,1,4,5,5,7,15,2,09-10-2022 00:47,,3500000,
Lietuva,Augenis Juodis,,,2,27,30,51270,15390,16,5,3,6,7,1,6,4,5,2,14,5,09-10-2022 02:03,,1870000,
Schweiz,Jean-Michel Ségret,Imprevisible,,,34,46,14100,10080,21,11,3,6,5,1,4,5,8,12,15,4,09-10-2022 02:06,,2500000,
Uruguay,Luis Ansa,Técnico,,1,33,29,139730,20800,4,11,6,8,6,1,3,15,8,16,13,9,09-10-2022 02:22,,4900000,
Brasil,Gdaliahu Tsaban,,,,30,43,54360,16380,131,10,2,6,8,1,7,7,4,7,14,5,09-10-2022 02:30,Sjeik Ben Redik Fy Fazan,1457000,
Deutschland,Luca Menz,Rápido,,1,31,80,118420,22780,229,6,5,7,6,1,2,5,12,13,15,10,09-10-2022 02:45,,5300000,
Schweiz,Cornelius Theilkaes,Potente,,,34,37,23570,10300,11,10,4,7,5,1,5,3,5,15,14,2,09-10-2022 02:46,Exmouth Dodgers,1850000,
Bulgaria,Borislav Kunovski,Potente,,1,30,42,122000,16590,50,10,5,6,7,1,3,11,6,14,14,8,09-10-2022 02:58,,5300000,
Al Urdun,Hassan Tarawneh,Imprevisible,,,33,6,76180,21300,43,18,5,6,6,1,5,13,11,13,16,1,09-10-2022 02:59,,5900000,
