Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
España,Txaber Lasaldebea,Potente,,,28,5,128110,12910,39,6,3,7,7,1,3,12,5,12,13,2,06-10-2022 04:57,,6322000,
España,Conrado Sampaio,,,,29,15,35690,13970,129,9,2,7,7,1,6,2,3,5,14,15,06-10-2022 04:59,,2620000,
Bosna i Hercegovina,Hamza Babačić,Técnico,,,27,53,186630,19510,9,8,5,6,7,1,3,12,6,13,14,5,06-10-2022 05:08,,8000000,
Suomi,Matias Mäki,,,,29,29,87930,15230,15,6,1,6,7,1,6,6,14,2,13,3,06-10-2022 05:09,,2800000,
España,José Garavito,Técnico,,,27,92,181670,33540,101,5,3,4,6,1,5,3,3,13,16,5,06-10-2022 05:13,,4900000,
Italia,Giuseppino Galdino,Cabeceador,,2,29,76,174770,22820,68,9,4,7,7,1,5,4,3,15,14,9,06-10-2022 05:15,,3750000,
Chile,Joshua Thomson,Técnico,,,34,92,18650,9860,10,13,4,6,5,1,2,10,8,12,14,10,06-10-2022 05:16,,2000000,
España,Xabier Ribadeneira,Potente,,,29,81,78800,39560,13,8,5,5,6,1,3,6,4,4,16,13,06-10-2022 05:16,,2540000,
Nederland,Justus Backers,Técnico,,,27,104,222530,16090,58,6,7,7,7,1,4,13,3,13,13,2,06-10-2022 05:17,,6975000,
Italia,Giuseppe Riboldi,Rápido,,,28,53,89750,21680,8,7,4,7,7,1,3,9,5,9,15,4,06-10-2022 05:17,,4500000,
Deutschland,Armin Zottler,,,,27,27,176420,16410,84,7,4,7,7,1,3,13,6,11,13,6,06-10-2022 05:18,,7000000,
Italia,Gherardo Sapone,,,1,28,82,225430,20170,80,6,5,5,7,1,2,3,13,14,14,9,06-10-2022 05:25,,6999000,
Türkiye,Mecit Örgüç,Técnico,,,27,41,247280,19350,52,9,1,6,8,1,4,13,5,13,14,9,06-10-2022 05:26,,8000000,
Italia,Aldo Baccolini,Potente,,,28,60,237360,24580,82,7,4,6,7,1,2,3,14,13,15,9,06-10-2022 05:27,,7000000,
Barbados,Nicholas Celestin,Cabeceador,,,28,11,91390,31830,115,7,3,6,7,1,5,5,3,8,16,20,06-10-2022 05:36,DREAMTEAM 17,2609000,
Polska,Korneliusz Piernikowski,Imprevisible,,,28,69,165970,16710,40,6,3,5,7,1,4,11,12,11,14,1,06-10-2022 05:40,,7000000,
Polska,Ernest Majoch,Rápido,,1,30,19,83420,20930,82,7,2,4,6,1,5,4,11,12,15,7,06-10-2022 05:40,Accra Blackhawks,5000000,
România,Mugurel Tărcan,Rápido,,,34,25,16400,9080,11,10,2,6,7,1,2,4,3,13,14,10,06-10-2022 05:43,atlantazo,1224000,
Deutschland,Marcel Lausmann,Imprevisible,,,31,47,37830,9530,11,8,4,6,6,1,4,7,9,9,13,9,06-10-2022 05:43,,2400000,
France,Arnaud Fernandes,Rápido,,2,35,83,22420,8690,44,13,5,7,6,1,3,12,1,11,14,12,06-10-2022 05:47,,2000000,
Belgium,Gerben Delaisse,,,,30,99,97180,14860,95,10,4,8,6,1,7,4,11,11,14,10,06-10-2022 05:52,,3900000,
Polska,Bronisław Libiszowski,Rápido,,1,29,58,89120,13160,145,6,6,7,6,1,5,6,4,12,14,3,06-10-2022 05:52,,2900000,
Italia,Saro Erode,Potente,,2,35,70,29490,7760,122,13,3,6,6,1,4,13,4,14,13,16,06-10-2022 05:53,FC Polonia-Neutrina Bydgoszcz,1000000,
Deutschland,Carl Peisser,Potente,,1,31,90,164270,22970,136,12,2,7,6,1,4,15,7,12,13,1,06-10-2022 05:56,,6489000,
Polska,Aleks Giersz,,,1,29,94,80280,9520,45,7,4,6,7,1,6,11,11,7,13,9,06-10-2022 05:58,,4950000,
