Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Brasil,Billy Silva Garcia,Imprevisible,,2,31,4,117110,22860,46,8,6,5,7,1,7,3,4,12,16,1,04-09-2022 05:02,,3900000,
Francia,Jan Niesobski,,,,28,0,216770,34000,92,8,4,6,7,1,2,15,2,9,14,2,04-09-2022 05:08,,5000000,
Suiza,Damian Blöchlinger,Cabeceador,,,34,37,13980,9830,1,12,1,3,5,1,3,4,13,11,14,1,04-09-2022 05:10,,2000000,
España,Èric Adzet,,,,31,7,50770,9480,2,9,3,8,7,1,5,7,3,11,13,7,04-09-2022 05:11,,2540000,
Alemania,Xaver Eschmarke,Técnico,,,29,80,241450,32870,111,9,4,5,6,1,7,15,8,12,15,13,04-09-2022 05:28,Bahamut Zmajevi,6482000,
Holanda,Roy de Leijer,,,,27,107,89060,31530,173,5,6,7,6,1,2,6,5,6,16,1,04-09-2022 05:33,,2500000,
Bélgica,Manu Macharis,Imprevisible,,,30,100,115500,24960,128,8,5,6,7,1,2,8,2,14,15,4,04-09-2022 05:43,Dejan Savićević,3104000,
Polonia,Daniel Ćwir,Imprevisible,,,30,15,57480,19570,35,8,4,5,7,1,4,7,6,10,15,5,04-09-2022 05:48,,4860000,
Suecia,Edmund Payne,Influyente,,,28,58,112030,12530,70,6,5,7,7,1,4,5,11,12,13,1,04-09-2022 05:52,,4500000,
Letonia,Roberts Deglis,Técnico,,,36,46,22890,5200,34,13,4,4,6,0,1,14,7,13,13,12,04-09-2022 05:52,Bagode,1250000,
Finlandia,Tomi Kivimaa,Cabeceador,,1,32,90,174490,24770,2,12,3,6,8,1,6,15,4,13,15,17,04-09-2022 06:02,,5900000,
Italia,Sergio Zipoli,,,,31,72,146630,22870,1,12,2,7,7,1,4,9,5,14,15,1,04-09-2022 06:04,,4700000,
Alemania,Dennis Sabow,Potente,,,31,88,115780,14980,152,11,4,5,6,1,4,9,11,15,13,9,04-09-2022 06:08,,4000000,
Francia,Kateb Gougam,Cabeceador,,,35,44,13270,5390,20,12,5,4,6,0,5,11,4,10,13,7,04-09-2022 06:08,,1100000,
Lituania,Nerius Vaikšnys,Rápido,,,36,34,31830,7290,302,14,4,7,4,0,2,14,4,16,13,9,04-09-2022 06:08,,900000,
Rumanía,Cristian Cătăuţă,,,,27,108,47640,9430,24,7,4,6,7,1,4,7,4,9,13,1,04-09-2022 06:09,Valencia Mestalla CF,2601000,
Alemania,Hugo Berberich,Técnico,,,33,4,34430,6350,66,12,2,4,6,1,5,11,4,11,13,12,04-09-2022 06:12,,2000000,
Italia,Gian Luca Cruciani,Imprevisible,,,28,70,120160,27820,183,7,2,4,6,1,6,14,3,8,13,10,04-09-2022 06:18,,5750000,
Estados Unidos,Todd Pippert,,,1,33,99,43010,12490,32,12,5,7,5,1,4,7,3,15,13,1,04-09-2022 06:22,K4RT3L G-Town,1149540,
Inglaterra,Stevie Keenan,,,,33,9,15820,5700,143,9,3,5,6,1,3,7,4,11,13,1,04-09-2022 06:27,Boondock Saints CF,594000,
Finlandia,Antti Piispanen,Cabeceador,,,27,109,286650,35610,33,7,4,7,7,2,5,15,4,8,15,6,04-09-2022 06:33,,7750000,
España,Alfonso Cruzado,,,,27,77,92700,23200,56,6,4,8,7,1,4,7,8,4,15,2,04-09-2022 06:40,,10000000,
Alemania,Xavier Schenk,,,1,34,66,3220,6430,214,9,4,2,6,0,4,4,3,7,13,12,04-09-2022 06:42,Young Boys Niederwerrn 1924,115000,
Francia,Gaël Laplaud,,,,35,3,16090,11040,111,11,4,6,5,0,2,7,5,9,16,9,04-09-2022 06:51,Beresurány,1000000,
España,Carlos Islaba,Técnico,,,29,38,90290,11270,10,8,3,8,6,1,6,6,3,13,13,2,04-09-2022 06:58,,3527000,
