Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Italia,Christian Lamonato,,,,23,23,135460,41240,98,4,4,8,8,1,4,4,7,2,17,1,24-09-2022 15:26,,4490000,
Francia,Vincent Rommelaere,Potente,,2,22,99,69140,20760,9,3,2,6,8,1,2,6,4,2,15,3,24-09-2022 15:35,,4500000,
Italia,Aniello Munaò,Potente,,,22,43,71470,11710,46,3,3,7,8,1,3,3,10,7,14,3,24-09-2022 15:41,Drakkars,5610000,
Rumanía,Florin Corneschi,,,,23,92,75990,20950,22,4,2,7,8,1,4,3,5,8,15,6,24-09-2022 15:41,,4830000,
Holanda,Ümit Turan,,,,23,42,68100,11410,35,4,4,8,8,1,5,6,2,9,14,2,24-09-2022 15:43,,4695000,
Hungría,Levente Pál,Técnico,,,26,69,202760,50610,22,8,3,5,8,1,5,2,3,11,17,2,24-09-2022 15:44,,6400000,
Kenia,Mosi Kimaiyo,Técnico,,,22,6,91460,21870,60,3,2,8,7,1,2,3,6,9,15,3,24-09-2022 15:44,Castogol,5508001,
Finlandia,Jesse Salakari,Imprevisible,,2,24,32,129300,14310,73,4,2,7,8,1,3,4,3,13,14,1,24-09-2022 15:47,,4900000,
Dinamarca,Artur Marstein,,,,23,75,167180,25170,30,4,4,6,7,1,4,13,6,4,15,3,24-09-2022 15:49,The Pierie Scheenbrekers,6450480,
Israel,Yoetz Karavan,,,,22,73,127870,33480,87,4,4,7,8,1,2,3,3,5,17,2,24-09-2022 15:50,,5940000,
Alemania,Fritz Kuechler,Cabeceador,,,26,60,73720,21870,56,4,4,6,7,1,3,4,4,9,15,3,24-09-2022 15:54,,4162000,
Eslovaquia,László Süle,,,,25,55,134850,13250,48,6,5,7,9,1,3,3,11,11,14,3,24-09-2022 16:00,,7675000,
Liechtenstein,Sergio Stouf,Rápido,,,24,111,201450,13090,19,6,5,6,7,1,4,4,14,11,14,1,24-09-2022 16:00,,12000000,
República Checa,Emanuel Mašek,Rápido,,2,22,90,89310,27480,24,5,4,8,7,1,2,3,7,5,15,2,24-09-2022 16:01,,6050000,
España,Miguel Ángel Mañero,,,1,25,63,142230,47140,10,5,2,7,7,1,3,4,5,7,17,2,24-09-2022 16:02,,4845000,
Polonia,Sergiusz Formicki,Rápido,,,22,67,54030,17730,62,3,3,4,8,2,5,4,8,5,14,5,24-09-2022 16:03,,4700000,
Georgia,Aleksi Kupreishvili,,,,26,104,145390,21730,68,7,3,6,7,1,3,7,4,12,15,2,24-09-2022 16:07,,4999999,
Alemania,Louis Kevelaer,,,1,23,4,99180,31130,89,4,6,6,8,1,4,4,5,4,16,4,24-09-2022 16:08,,4000000,
Rumanía,Sava Popa,,,,26,91,74980,26390,84,6,3,5,7,1,3,7,4,8,15,5,24-09-2022 16:11,,3300000,
España,Edd Desmond,,,2,25,77,55350,13850,14,5,6,7,7,1,3,5,5,9,14,8,24-09-2022 16:11,Caipirinha F.C.,3400000,
Bulgaria,Vladimir Mladenov,,,,24,28,83010,25460,6,3,4,8,8,1,3,4,6,2,15,1,24-09-2022 16:12,,3980000,
Italia,Giuseppe Pocina,Potente,,2,24,42,119730,17610,57,5,4,5,8,1,2,13,3,8,14,3,24-09-2022 16:13,Legends of Habana,6900000,
Camerún,Henri-Pierre Bedimo,,,,22,1,73140,32080,3,4,3,5,8,1,3,4,6,5,16,3,24-09-2022 16:13,,5900000,
Finlandia,Antti Timosaari,,,,25,101,101960,21810,36,5,2,4,8,1,5,5,3,12,15,3,24-09-2022 16:22,,5750000,
Bélgica,Ouweis  Rabah Friki,,,,24,72,108030,30180,41,5,2,6,8,1,2,2,5,8,16,2,24-09-2022 16:25,,5699000,
