Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Italia,Rodolfo Gagliardini,Potente,,3,30,68,76450,16550,143,9,6,7,7,1,8,8,4,9,14,6,29-09-2022 04:35,,3099000,
Uruguay,Germán Pérez,Imprevisible,,1,27,89,84150,17850,35,5,6,4,7,1,3,6,5,12,14,16,29-09-2022 04:36,,5000000,
Hellas,Kostas Venetidis,Técnico,,,27,34,176120,24900,45,8,3,6,7,1,5,12,1,9,15,2,29-09-2022 04:39,,6999999,
Srbija,Ðorđe Jolović,Técnico,,,32,70,269910,36860,228,13,3,7,7,1,4,15,4,15,16,6,29-09-2022 04:40,,8000000,
Italia,Vincenzo Cappellieri,Cabeceador,,1,32,104,48800,19420,73,10,3,6,5,1,4,8,3,11,15,4,29-09-2022 04:40,,1999000,
Venezuela,David Frías,,,,33,28,75910,21910,86,9,3,6,6,1,4,4,11,14,16,7,29-09-2022 04:47,,3990000,
Belarus,Artsiom Hulakou,Rápido,,2,30,57,40780,12600,17,9,4,5,6,1,5,3,7,10,14,19,29-09-2022 04:49,,4000000,
Portugal,Acácio Martins Rosa,Técnico,,2,31,4,113130,16390,17,9,7,7,6,1,5,14,8,10,14,17,29-09-2022 04:49,,6200000,
Lietuva,Kaspars Ziema,Potente,,3,31,24,35270,6560,14,8,3,5,6,1,4,9,5,11,13,6,29-09-2022 04:52,,2250000,
România,István Balázs,Rápido,,1,31,63,150280,29990,59,10,5,7,7,1,4,6,3,14,16,5,29-09-2022 04:53,AC Steccato,3449000,
Belgium,Divock Vanhoof,Cabeceador,,,31,88,146040,25740,70,11,7,6,7,1,4,3,5,16,15,3,29-09-2022 04:54,,4450000,
Andorra,Raül Gonyalons,,,1,30,50,46590,19700,84,9,5,8,6,1,3,5,5,3,15,8,29-09-2022 04:56,,1500000,
Nippon,友樹 (Tomoki) 広瀬 (Hirose),Imprevisible,,1,29,96,360670,26700,109,12,4,6,7,2,2,9,15,16,14,5,29-09-2022 04:56,,9500000,
Česká republika,Jaroslav Bernas,Imprevisible,,,32,35,62180,18200,244,13,7,5,6,1,4,9,6,11,16,15,29-09-2022 04:56,,6250000,
Chile,Eloi Poblete,Rápido,,1,29,64,200560,39600,8,9,1,7,6,1,3,11,5,11,16,1,29-09-2022 04:57,,7777777,
España,Florin Boldojar,Rápido,,1,35,55,6940,7170,143,13,7,7,5,1,7,4,2,5,14,1,29-09-2022 04:59,NO MERCY - GERDOVCI,1436000,
Bosna i Hercegovina,Bilal Džaka,Rápido,,,31,3,76320,15380,58,9,3,8,6,1,5,8,9,10,15,4,29-09-2022 05:09,FC Big Fish,3750000,
Italia,Raffaele Argiolas,,,1,27,51,169350,14930,65,5,4,7,7,1,7,3,4,15,13,4,29-09-2022 05:15,,3674500,
Sverige,Jori Viemerö,,,,35,46,9850,8620,35,12,5,7,5,0,4,5,5,9,15,9,29-09-2022 05:43,,950000,
Jamaica,Dennis Nash,Rápido,,,30,65,86690,27620,115,10,3,5,7,1,7,3,6,10,16,14,29-09-2022 05:43,Barroso,2339000,
España,Jordi Albert Serra,Imprevisible,,2,30,14,106830,35180,116,9,4,7,7,1,6,3,4,9,16,15,29-09-2022 05:43,Fkk Zvejnieks,1609560,
Sverige,Per-Anders Bergendahl,Rápido,,1,30,104,133100,36940,113,9,4,4,7,2,7,5,3,13,16,15,29-09-2022 05:43,Räisälän Pallo,2836000,
China,秦 (Qin)  尔源 (Eryuan) ,Imprevisible,,1,31,68,94870,23910,93,12,3,7,7,1,6,4,6,12,16,12,29-09-2022 05:43,LOLO&ALASKA,1610000,
Suomi,Nikke Avonius,,,1,29,88,158230,21790,5,8,5,4,7,1,2,3,15,13,14,17,29-09-2022 05:52,,5999000,
Bulgaria,Angel Botev,Imprevisible,,,28,52,107690,21680,43,7,2,8,7,1,5,9,3,10,15,6,29-09-2022 05:57,Cliftonville,3626666,
