Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Suiza,Tomi Wind,,,,30,27,165520,19520,103,9,2,7,6,1,4,11,12,12,15,1,03-10-2022 18:09,,5500000,
Turquía,Memati Kayhan,,,,29,106,91340,17600,119,8,6,6,7,1,5,5,3,14,14,4,03-10-2022 18:10,,2800000,
Argentina,Javier Llorens,Potente,,1,29,99,103590,25910,176,8,7,8,6,1,6,5,5,9,16,6,03-10-2022 18:15,,4500000,
Alemania,Bastian Klügel,Rápido,,,27,11,25420,8870,151,4,2,6,6,1,4,4,3,4,13,12,03-10-2022 18:16,Billo 2,1035000,
Francia,Ludovic Beurel,,,,30,59,125210,30880,5,11,5,6,6,1,6,7,7,12,16,1,03-10-2022 18:30,,4550000,
Rusia,Iosif Chernavtsev,Rápido,,1,33,32,41870,13910,91,10,1,7,6,1,4,5,4,13,15,9,03-10-2022 18:31,,2995000,
Israel,Sassi Geva,Técnico,,1,33,69,17200,12020,146,11,4,4,6,1,3,4,8,8,15,7,03-10-2022 18:37,,1860000,
Italia,Luigi Tridondani,,,1,29,12,113590,36340,163,5,4,8,7,1,4,6,6,7,16,2,03-10-2022 18:50,,3500000,
Tailandia,Punnakorn Jitiwattana,,,,28,61,27940,10150,74,6,3,5,7,1,3,7,5,5,13,4,03-10-2022 18:52,,2789001,
Alemania,Jörg Watzek,Imprevisible,,,28,9,101730,12570,52,5,3,7,7,1,5,11,4,10,13,10,03-10-2022 19:08,Dabie Fc,4000000,
Italia,Nicola Pegurri,Técnico,,1,28,32,103360,15070,75,7,2,7,7,1,3,10,6,9,14,2,03-10-2022 19:44,,4900000,
Alemania,Ronald Madlung,,,1,32,28,20490,10260,1,8,3,5,6,1,6,5,4,8,14,7,03-10-2022 21:15,,1449994,
Polonia,Mariusz Kuśpit,Rápido,,1,27,21,325670,33700,70,7,4,8,7,1,4,4,5,16,15,2,03-10-2022 21:22,,6400000,
Suecia,Ola Askenblad,,,,28,78,77470,20680,158,9,4,8,6,1,3,7,3,6,15,3,03-10-2022 21:35,/\OKOTO,1551000,
Ucrania,Yevgen Skripchinsky,Cabeceador,,,35,91,13110,5010,27,13,7,7,4,1,2,5,11,12,13,13,03-10-2022 22:19,,3100000,
Argentina,Jaime Leone,Imprevisible,,3,28,88,254870,25640,102,8,6,8,8,1,3,13,4,11,15,10,03-10-2022 22:20,Dor Lómin FC,9000000,
Croacia,Zlatan Peruško,Cabeceador,,1,29,45,69130,18440,73,10,7,2,7,1,2,8,12,12,14,10,04-10-2022 01:50,BK Birka,6999000,
Turquía,Necmettin Tevfik Görsel,Imprevisible,,,30,10,16730,8360,107,7,4,5,6,1,6,4,3,2,13,2,04-10-2022 02:00,Guardians Of Asgaard,700000,
Bélgica,Jannik Creemers,,,,30,108,52860,21130,77,8,5,7,6,1,4,6,6,6,15,5,04-10-2022 02:39,,2950000,
Portugal,Óscar Feliciano,Rápido,,,28,98,62130,13130,102,4,3,4,7,1,2,3,10,9,14,6,04-10-2022 02:51,,3400000,
Chile,Sebastián Encalada,Cabeceador,,,29,73,147490,11370,18,10,5,7,7,1,4,9,13,11,13,2,04-10-2022 03:06,,5000000,
Inglaterra,Graham Pickup,,,,34,44,4250,4760,172,8,2,8,5,1,5,5,3,7,13,9,04-10-2022 03:09,,500000,
Eslovaquia,Július Ústupský,Rápido,,,35,70,11000,6450,203,14,7,6,7,1,2,3,4,12,14,18,04-10-2022 03:32,Bull Terriers F.C.,2365380,
Inglaterra,Bert Gilmurray,Rápido,,,27,98,107900,15610,1,6,4,8,8,1,5,3,4,11,14,4,04-10-2022 03:41,Manchester VIK,3060000,
Francia,Max Blondeau,Cabeceador,,,31,52,144170,28290,129,10,3,6,8,1,4,6,6,14,16,14,04-10-2022 03:53,Getafe C.F. S.A.D.,4200000,
