Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Nigeria,Dennis Usman,Cabeceador,,,22,74,89380,20780,15,5,2,7,8,1,4,8,3,7,15,1,02-10-2022 14:24,bruges army,4946000,
Polonia,Roderyk Gilewicz,,,,23,87,22800,5590,100,3,6,7,7,1,2,2,3,4,13,11,02-10-2022 14:25,MZKS Niebiesko-Czarno-Czerwoni,2341000,
Colombia,Diego Germán Layton,Técnico,,,22,70,78320,10570,87,3,5,7,8,1,2,2,4,11,14,3,02-10-2022 14:25,,4700000,
Portugal,Bernardino Rosário Silva,,,1,23,65,16130,6530,73,4,4,4,7,1,3,3,3,3,13,11,02-10-2022 14:25,Ankh Morpork Rangers,1041000,
Alemania,Geert Lauricella,Potente,,,25,49,147740,17170,15,4,3,7,8,1,3,12,6,9,14,8,02-10-2022 14:29,,7222333,
Estados Unidos,Ean O'Dell,,,,23,110,126990,24460,52,4,2,8,8,1,3,3,3,8,16,1,02-10-2022 14:31,,7000000,
Bélgica,Hugues Vandenbossche,,,2,24,15,43570,11570,4,4,4,7,7,1,5,3,6,6,13,2,02-10-2022 14:33,,2799947,
Hungría,Antal Viniczai,,,1,24,35,84630,11810,48,4,3,5,8,1,3,6,6,11,14,3,02-10-2022 14:34,,3999950,
Israel,Paz Arzuan,Potente,,,26,95,272210,17030,153,7,3,6,7,1,5,11,8,14,13,2,02-10-2022 14:35,,7000000,
España,Finn Janosch Egert,,,2,26,25,201940,34440,27,7,5,6,8,1,2,13,6,5,16,4,02-10-2022 14:35,,7790000,
Italia,Luciano Di Croce,Técnico,,,26,38,128860,23170,55,6,4,6,8,1,4,14,4,5,13,6,02-10-2022 14:36,,6200000,
Estonia,Jüri Liivat,Cabeceador,,1,26,84,202190,16750,154,6,6,7,7,1,6,9,6,13,15,3,02-10-2022 14:40,İlkbayfu,7241000,
Bélgica,Harrie Henrard,,,,21,32,63260,17630,27,3,6,6,8,1,5,4,6,5,15,1,02-10-2022 14:43,,4800000,
Alemania,Andreas Dümmig,Cabeceador,,1,26,5,168480,15530,135,6,6,7,7,1,3,10,8,12,14,4,02-10-2022 14:44,,7098765,
Rumanía,Radu Darabont,Rápido,,1,25,82,198680,26920,35,5,6,5,7,1,3,4,3,14,15,3,02-10-2022 14:47,,7900000,
Alemania,Maximilian Wendt,,,,23,0,79380,26920,26,2,5,7,7,1,3,7,4,3,15,7,02-10-2022 14:47,FC Saravica,3500000,
Chile,Lincoyán Caszely,,,,22,90,84970,23600,85,4,3,6,8,1,3,4,3,6,16,4,02-10-2022 14:50,,3990000,
Colombia,Santiago Rapalino,Cabeceador,,,22,49,98220,21160,13,3,5,6,7,1,7,4,6,10,15,6,02-10-2022 14:53,KIRŞEHİR SK.,8000000,
Hungría,Maksymilian Motyka,,,,22,4,34590,8210,13,3,3,7,7,1,4,3,7,5,13,1,02-10-2022 14:53,,2700000,
Austria,Ondrej Haváč,,,1,21,87,52100,9630,76,3,3,8,8,1,5,4,3,4,14,2,02-10-2022 14:53,,3250000,
Rusia,Zakhar Odinets,,,,21,109,66120,7930,37,3,5,7,8,1,5,5,6,9,14,2,02-10-2022 14:54,Ärtans IF,2097000,
Italia,Roberto D'aviri,,,1,21,75,42190,11550,13,3,4,6,7,2,3,7,3,5,14,2,02-10-2022 14:54,,3600000,
Noruega,Tom Vollan,,,,26,12,41510,11290,1,4,6,5,7,1,3,4,4,8,13,4,02-10-2022 14:54,,1975000,
Serbia,Dušan Krstanović,,,1,22,95,80400,19470,28,4,4,5,7,1,5,5,10,6,14,1,02-10-2022 14:55,,6500000,
España,Óscar Espasens,,,,21,30,57750,17990,62,2,4,7,7,1,4,3,3,5,15,2,02-10-2022 14:56,,4450000,
