Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Italia,Cristian Angius,Técnico,,,27,97,86840,13870,39,5,3,8,7,1,5,13,2,11,2,5,30-08-2022 10:23,VKL,310000,
Argentina,Ivan Truskov,,,,28,68,32170,9810,68,5,5,7,6,1,4,14,3,4,3,5,30-08-2022 10:32,,720000,
Brasil,André Luís Caldeira,Imprevisible,,,28,57,79690,15370,87,8,1,7,7,1,8,14,6,9,6,10,30-08-2022 10:33,Merlus,2017000,
România,Marian Flămând,Cabeceador,,,28,82,64770,18790,69,7,4,8,7,1,6,14,4,8,4,1,30-08-2022 10:34,FC Mierzyn,800000,
Argentina,Xabier Cortázar,Imprevisible,,2,28,14,155480,26010,35,9,1,7,7,1,15,13,4,3,3,1,30-08-2022 10:39,,4600000,
Polska,Sebastian Krawczyk,,,,27,26,123270,30420,44,6,4,8,7,1,4,15,10,6,4,3,30-08-2022 10:52,,3000000,
Italia,Sven Maska,,,,28,55,151370,29620,183,10,4,6,7,1,11,15,4,3,11,14,30-08-2022 10:53,,5000000,
England,Warren Sherwood,,,,27,107,44920,13030,86,6,5,6,7,1,6,14,2,3,4,4,30-08-2022 10:53,,499000,
Schweiz,Tomas Meerli,,,,27,31,104770,25060,70,5,6,5,7,1,3,15,8,10,5,5,30-08-2022 11:00,,3000000,
Hellas,Vaggos Vazeliadis,Imprevisible,,,28,7,208230,29270,146,8,2,5,7,1,15,14,4,10,2,15,30-08-2022 11:11,,6650000,
Uruguay,Marcelino Schroeder,Potente,,1,28,77,58920,24530,74,6,3,7,7,1,6,15,3,2,5,2,30-08-2022 11:11,,1450000,
Deutschland,Ottomar Jannowitz,Cabeceador,,,27,88,270830,32260,16,7,4,7,8,1,13,15,5,9,5,1,30-08-2022 11:22,,6000000,
Chile,Miguel Angel Cancino,Cabeceador,,,28,102,199760,27450,44,10,3,6,8,1,13,15,5,9,6,10,30-08-2022 11:23,,4800000,
Chile,Próspero Melgarejo,,,1,28,32,164210,25010,3,6,3,5,7,1,13,15,2,11,2,2,30-08-2022 11:23,,5600000,
Rossiya,Radislav Faraonov,Rápido,,1,28,45,367500,28120,109,8,4,6,7,1,9,15,15,14,6,3,30-08-2022 11:25,,10500000,
Suomi,Timo Aroalho,Técnico,,2,27,3,127440,17090,1,5,5,8,7,1,3,14,7,8,12,2,30-08-2022 11:29,,4997685,
Uruguay,José Módena,Potente,,2,27,99,65310,7870,34,5,4,6,7,1,4,12,5,12,6,2,30-08-2022 11:31,,1900000,
Sverige,Tor-Leif Widerbom,Imprevisible,,,27,63,263730,22450,19,7,5,6,7,1,13,15,4,12,6,4,30-08-2022 11:46,,7100000,
Chile,Manuel Clusa,Rápido,,,27,74,163450,18050,69,7,6,7,7,1,5,13,3,15,2,2,30-08-2022 11:46,,3250000,
Chile,Gabriel Carcavilla,Técnico,,,27,35,116880,12170,82,7,4,8,7,1,6,13,5,13,4,2,30-08-2022 11:47,,2450000,
Česká republika,Richard Janiga,Potente,,1,28,66,68800,21350,0,5,4,5,7,1,2,14,3,10,6,9,30-08-2022 11:54,,1879500,
España,Goratz Bolenaga,,,,27,4,73160,13370,127,5,3,6,7,1,5,13,2,11,6,5,30-08-2022 11:56,Següencu F.C.,1750000,
Deutschland,Sören-Bent Ehlert,,,,27,5,140730,20320,107,6,3,6,7,1,5,14,15,5,4,2,30-08-2022 12:18,,4700000,
Belgium,Chris Pottiez,,,,28,32,93760,15430,169,6,4,4,7,1,2,12,8,15,3,1,30-08-2022 12:21,,2200000,
España,Axel Gudar,,,,27,16,65290,23880,121,5,2,6,7,1,5,15,5,5,3,1,30-08-2022 12:25,,2000000,
