Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Argentina,Ricardo Claudio Fabi Tenti,,,,27,97,168990,34360,57,8,5,6,7,1,6,6,4,11,16,3,04-09-2022 01:40,,5750000,
Holanda,Karsten Buerman,,,,29,82,78740,20550,125,9,3,5,6,1,8,6,5,11,15,2,04-09-2022 01:41,,3600000,
Suiza,Yves Conod,,,1,27,58,67070,20850,58,6,2,6,7,1,4,8,2,6,15,1,04-09-2022 02:19,Platinum United,2357000,
Alemania,Linus Benedikt Klüver,Cabeceador,,,31,93,55390,17860,33,8,5,6,6,2,5,10,3,9,15,3,04-09-2022 02:36,,3150000,
Chile,Claudio Pattillo,Potente,,1,34,40,5180,9370,124,10,3,4,5,1,4,5,2,9,15,5,04-09-2022 02:36,Los Satanases del Infierno,750000,
Rumanía,Alexandru Anastasiu,,,,33,15,68830,13000,5,11,3,7,6,1,4,10,8,15,14,1,04-09-2022 02:42,,3000000,
Finlandia,Lauri Arino,,,,28,11,104660,17550,46,8,2,5,7,1,4,3,4,14,14,1,04-09-2022 02:49,,4750000,
Perú,林 (Lin)  柏明 (Boming),Cabeceador,,,27,62,85330,25530,46,6,4,8,7,1,2,3,5,7,15,1,04-09-2022 02:50,,4150000,
España,Pablo Martínez,Cabeceador,,,27,72,110640,30610,84,6,6,5,7,2,5,6,7,8,16,12,04-09-2022 02:58,,4990000,
Holanda,Albert Stips,Cabeceador,,1,30,15,113670,33810,112,7,5,7,7,1,3,4,5,10,16,13,04-09-2022 03:01,,4999999,
Francia,Maximin Castell,,,,29,99,31730,12350,7,9,1,5,6,1,4,5,6,8,14,4,04-09-2022 03:12,,2000000,
Dinamarca,Nicki Frandsen,Imprevisible,,,35,51,15010,9150,27,13,7,7,5,1,3,4,3,12,15,11,04-09-2022 03:18,,2666667,
Polonia,August Grandys,Cabeceador,,1,30,72,57010,11640,198,7,4,6,6,1,5,7,6,12,13,3,04-09-2022 03:19,,2400000,
España,Alberto Gerardina,Cabeceador,,,28,92,141330,17730,6,10,4,8,7,1,10,13,4,4,13,17,04-09-2022 03:20,,5300000,
Polonia,Tomasz Romanowski,Imprevisible,,,34,108,11660,6630,6,14,4,6,5,1,3,9,6,12,13,9,04-09-2022 03:32,Lébracassé,1010000,
Alemania,Gero Feldkamp,Técnico,,,28,106,423730,31320,189,8,5,7,7,1,2,4,15,15,15,6,04-09-2022 03:46,Kitty´s,7395000,
Alemania,Markus Heymer,Cabeceador,,,32,20,57860,15840,2,10,4,7,6,1,8,5,3,12,15,2,04-09-2022 03:56,Chamberí FC,2760000,
Croacia,Pavle Vučemilo,Imprevisible,,,28,45,70290,35340,112,6,2,4,7,2,5,3,3,5,16,12,04-09-2022 04:08,Rekreativo,2066000,
Azerbaiyán,Şahin Səbzəliyev,Técnico,,,30,99,118280,24140,6,10,4,4,6,1,4,15,5,13,13,3,04-09-2022 04:09,,5500000,
Italia,Nazzareno Accalai,,,,34,17,2340,3430,194,11,3,5,5,1,5,6,2,6,13,3,04-09-2022 04:18,,750000,
Italia,Ugo Maria Belgiorno,Técnico,,,33,98,67630,18100,67,9,5,5,6,1,3,13,4,15,15,6,04-09-2022 04:19,,4800000,
Israel,Ophir Kugel,,,,30,92,101490,18440,53,8,4,5,7,1,4,11,10,10,15,3,04-09-2022 04:24,,5000000,
Italia,Mario Carbona,Rápido,,,32,5,94550,17570,0,11,5,6,6,1,6,4,13,9,15,3,04-09-2022 04:28,Dream Team Forever,3620000,
Italia,Benedetto Chiusano,,,,29,28,23650,14000,175,5,4,5,7,1,4,4,4,4,14,8,04-09-2022 04:38,Galicia Racing,1275000,
Holanda,Roelf Hoogendoorn,Imprevisible,,,30,75,72720,12600,165,11,4,7,7,2,7,5,7,12,14,4,04-09-2022 04:52,,3750000,
