Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Hungría,Ádám Barasits,Influyente,,2,22,95,102220,10490,92,3,3,6,8,1,2,2,5,12,14,5,30-09-2022 16:04,,5385345,
Alemania,Ralph Häring,Rápido,,1,23,60,92070,20190,96,3,5,4,8,1,5,3,3,11,15,7,30-09-2022 16:04,,5899999,
Suecia,Mahmoud Abd El Mawgoud,Rápido,,,25,31,113960,21710,56,4,4,8,8,1,4,8,2,9,15,2,30-09-2022 16:05,,5000000,
Argentina,Huberto Emanuelli,,,,23,5,86400,11030,44,4,6,6,7,1,3,4,3,13,13,6,30-09-2022 16:08,,3600000,
Eslovaquia,Vladimír Malčík,Imprevisible,,,25,107,135760,10090,34,6,4,6,7,1,3,3,9,12,14,7,30-09-2022 16:09,,6390000,
Uruguay,Ignacio Mandela,Potente,,,24,106,60560,15090,30,5,4,7,7,1,5,6,3,8,14,6,30-09-2022 16:09,,4350000,
España,Ildelfonso Gutiérrez,Técnico,,,22,65,65200,16410,3,3,6,5,7,1,2,3,4,8,15,2,30-09-2022 16:10,FC CLAQUOS,4600000,
Bulgaria,Petar Manov,Cabeceador,,,23,32,48420,11490,67,3,3,6,9,1,3,2,2,7,14,3,30-09-2022 16:11,,3735000,
Francia,Romuald Akoun,,,,25,90,133800,32460,65,7,3,6,7,1,4,4,4,10,16,2,30-09-2022 16:15,,5000000,
Francia,Vincent Rommelaere,Potente,,2,22,105,68050,20760,10,3,2,5,8,1,2,6,4,2,15,3,30-09-2022 16:18,Strasatti,4000000,
Rumanía,Ionel Ariton,Imprevisible,,1,25,69,115650,21150,6,6,6,6,7,1,4,9,4,11,15,2,30-09-2022 16:19,,6400000,
Hungría,Levente Farkas,,,,26,56,163430,32400,40,6,4,4,7,1,4,3,8,13,16,3,30-09-2022 16:22,,6999999,
Italia,Walter Saiani,Cabeceador,,1,25,47,37300,6050,26,3,4,6,7,1,3,2,7,8,13,6,30-09-2022 16:22,Sportklub Knödelhütte,3200000,
Chile,Stefano Salvini,Potente,,2,26,17,115330,18390,44,6,3,8,8,1,3,5,9,9,14,6,30-09-2022 16:24,TheWall3981,3616000,
Italia,Gian Luigi Gobbetti,,,1,21,109,105260,20750,79,4,2,8,8,1,4,3,3,7,16,3,30-09-2022 16:28,,5899000,
Alemania,Louis Kevelaer,,,1,23,10,96450,31130,89,4,6,6,8,1,4,4,5,4,16,4,30-09-2022 16:28,Chelsea 94,4000000,
Finlandia,Antton Rautsiala,,,,22,25,88430,13930,20,3,4,6,7,1,6,4,4,11,14,4,30-09-2022 16:28,,5290000,
Polonia,Cezary Sulej,Cabeceador,,,26,23,205490,23980,66,7,2,6,7,1,3,9,3,13,15,3,30-09-2022 16:32,,7400000,
Polonia,Andrzej Patalas,Rápido,,,22,61,59540,17270,75,3,6,6,8,1,3,5,4,9,15,9,30-09-2022 16:34,Ankh-Morpork Happy Hippos,5590900,
Irán,Hourad Helali,Potente,,,24,75,181050,22010,70,6,1,7,8,1,3,12,4,8,15,2,30-09-2022 16:38,,8100000,
China,徐 (Xu) 坤翔 (Kunxiang),,,,25,54,49760,15110,41,5,7,6,7,1,5,3,3,7,14,5,30-09-2022 16:45,,3000000,
Bulgaria,Zahari Trendafilov,Influyente,,1,23,94,126620,31740,17,5,1,6,7,1,3,3,8,9,16,2,30-09-2022 16:50,,6999999,
Belice,Christopher Everard,,,2,21,61,44890,16330,11,4,6,6,7,1,3,5,4,5,14,5,30-09-2022 16:54,,4700000,
Holanda,Wienus van Velthuijsen,Potente,,,22,20,87570,28250,82,3,1,6,7,1,3,4,4,6,16,3,30-09-2022 16:55,Salgó-Real C.F.,4942000,
Finlandia,Eeli Tomminen,,,2,23,85,78980,13830,25,5,5,6,7,1,5,3,7,7,15,7,30-09-2022 16:56,,5500000,
