Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Italia,Gabriele Vaudagna,Técnico,,,28,77,252450,31740,48,6,3,8,8,1,2,10,4,13,15,3,16-09-2022 15:16,,6666999,
Alemania,Mathias Cornelius Dirksen,,,1,30,59,103940,21200,5,8,3,6,6,1,4,6,7,13,15,6,16-09-2022 15:18,,3250000,
España,Rupert Fuster,Técnico,,2,35,71,17530,7480,21,13,4,5,4,0,4,13,2,11,13,19,16-09-2022 15:19,,1000000,
Rumanía,Onoriu Viezure,Imprevisible,,,30,52,78150,26290,80,10,7,6,7,1,6,4,5,10,16,19,16-09-2022 15:24,,6950000,
Polonia,Albert Roszyk,Imprevisible,,,30,22,98050,12470,7,8,5,7,6,1,3,12,3,12,13,5,16-09-2022 15:29,,3600000,
Rumanía,Sorin Ridiche,Técnico,,1,35,111,8910,9300,8,13,3,8,4,1,1,6,8,5,15,2,16-09-2022 15:30,,580000,
Rumanía,Tibor Mező,Potente,,3,31,62,19940,9340,40,9,3,8,7,1,2,6,5,8,13,10,16-09-2022 15:31,Saturday Evening Casual Hiking Club,1379040,
Italia,Giorgio Mattia,Potente,,1,27,41,133290,31150,51,6,3,8,7,1,3,4,3,10,16,15,16-09-2022 15:35,Dukati,5750000,
Rumanía,Traian-Radu Aparaschivei,Rápido,,,29,89,178920,17820,41,8,3,6,7,1,3,12,5,14,13,9,16-09-2022 15:35,,6500000,
Montenegro,Branko Donković,,,1,27,82,245890,35520,5,10,4,7,7,1,5,12,4,10,16,11,16-09-2022 15:36,,8500000,
Líbano,Artin Karaverdyan,Técnico,,,34,81,12510,9180,32,11,5,5,5,1,5,13,6,8,14,3,16-09-2022 15:37,,1200000,
Lituania,Michailas Valaikis,,,,35,35,14680,14060,116,16,4,5,5,1,7,4,1,8,16,0,16-09-2022 15:40,,4900000,
Jamaica,Selwyn Cumberbatch,Técnico,,,34,56,5590,4890,143,9,3,5,5,0,4,11,3,5,13,8,16-09-2022 15:42,,799999,
Islas Feroe,Leivur Nepper Christensen,,,,36,54,5010,6630,56,11,4,4,4,0,5,3,2,3,15,2,16-09-2022 15:42,,550000,
Alemania,Wilhelm Precht,,,,30,26,63910,7900,127,7,2,7,6,1,3,7,9,12,13,3,16-09-2022 15:45,Tennis Borussia Berlin e.V.,1550000,
Argentina,Jorge Alberto Istillartea,Imprevisible,,2,36,45,6970,5450,2,11,3,6,5,0,3,1,7,6,15,8,16-09-2022 15:46,,525000,
Eslovaquia,Ernő Kajla,Potente,,2,31,9,80500,14540,34,5,3,7,6,1,3,4,3,15,13,5,16-09-2022 15:49,Colle San Martino,2116000,
Argentina,Transito Krawczyk,,,2,32,20,20320,7640,23,7,6,7,6,1,5,3,3,9,13,8,16-09-2022 15:49,RedBurn,781000,
Alemania,Ludwig Unden,Potente,,,31,62,124380,22080,182,11,3,4,6,1,5,15,10,11,13,1,16-09-2022 15:51,MTV 1862,2999999,
España,Sergio Lacoste Vignalet,,,,34,12,17310,12380,72,9,6,8,6,1,4,7,7,9,15,17,16-09-2022 15:51,,2175000,
Francia,Emmanuel Aillerie,,,,27,5,171840,30370,8,5,5,5,6,1,5,15,3,9,13,9,16-09-2022 15:52,,5500000,
Alemania,Wilbert Michahelles,,,,27,25,42840,23210,68,7,4,2,7,1,4,4,7,7,15,9,16-09-2022 15:53,,3750000,
Suiza,Antoine Delrue,,,,31,20,162190,27690,138,8,4,7,6,1,5,4,12,13,16,4,16-09-2022 15:53,,5375000,
Croacia,Marin Steković,Técnico,,,34,100,15710,7480,54,13,4,5,7,0,3,5,9,14,13,18,16-09-2022 15:57,,1300000,
Gales,Matthew Jones,Rápido,,2,32,60,70600,9330,26,9,4,8,6,1,4,13,6,12,13,7,16-09-2022 15:58,Newark Hitmen   ,3500001,
