Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Polska,Ryszard Tomasiak,,,1,28,45,38910,10190,3,6,1,5,7,2,6,5,8,6,13,5,28-09-2022 20:47,,2700000,
Türkiye,İzzet Tozan,,,,27,48,163950,34280,58,8,6,6,7,1,3,4,7,11,16,6,28-09-2022 20:49,,5175000,
Deutschland,Tassilo Nienberge,,,,35,21,9780,10680,119,11,3,6,5,1,3,3,5,6,16,10,28-09-2022 20:58,,800000,
Italia,Gaudenzio Zara,,,,28,67,108730,42780,5,7,5,5,7,1,4,4,5,8,16,1,28-09-2022 21:45,,4750000,
Italia,Filippo Mandosio,,,,28,39,34890,13370,7,6,2,5,7,1,4,6,5,5,14,6,28-09-2022 21:45,,3500000,
Rossiya,Dmitriy Danilov,,,,27,29,57730,20760,104,7,3,5,7,1,7,4,3,5,15,3,28-09-2022 21:50,A. C. VERDELLO 2017,2375000,
Nederland,Waldemar Gardeniers,,,,28,107,120950,25830,105,9,2,5,6,1,4,15,2,5,13,3,28-09-2022 22:06,,3800000,
Chile,Qisu Galilea,Imprevisible,,,27,43,231690,37060,166,7,5,5,7,1,4,8,7,13,16,16,28-09-2022 22:09,Linksfuß 1,8160000,
France,Abdelghafour Benarbia,,,1,27,23,106780,16950,1,6,2,4,7,1,4,12,6,9,14,8,28-09-2022 22:29,,4999500,
Ireland,Michael Kane,Técnico,,,35,29,9460,3410,94,10,3,7,6,1,5,3,4,12,13,4,28-09-2022 22:29,F.C. Dragon-Ball,612000,
Nederland,Yahya Zarquiti,Técnico,,,36,53,12480,3120,71,16,2,8,5,1,4,10,2,11,13,2,28-09-2022 22:46,,1495000,
Ireland,Brian Johnson,Rápido,,,36,26,20800,5720,16,21,7,8,4,1,3,11,8,11,15,19,28-09-2022 22:56,,12995000,
Nederland,Noud Schilderman,Rápido,,,34,34,2520,5000,46,8,4,2,5,1,5,7,5,5,13,6,28-09-2022 23:25,,700000,
Deutschland,Carmelo Pecorelli,Rápido,,,35,53,18730,6380,0,14,3,7,5,1,4,8,5,14,13,15,28-09-2022 23:48,Yota,1407600,
Iran,Navid Banna,Imprevisible,,,28,83,97540,13130,4,7,3,7,6,1,4,12,3,9,13,1,29-09-2022 00:00,,3949500,
Dawlat Qatar,Saad Al-Raesi,Rápido,,1,33,17,30130,12470,20,10,5,8,7,1,4,5,2,11,15,15,29-09-2022 00:42,gates of fire,2159340,
USA,Victor Nystrom,Técnico,,,30,60,47250,17210,213,10,2,7,6,1,6,5,5,7,15,5,29-09-2022 01:11,Carpe5,2450000,
Bulgaria,Rashko Dimov,Rápido,,1,34,48,7410,9040,0,9,2,7,5,1,7,2,5,2,14,7,29-09-2022 01:23,Şile-Denizlispor,814000,
Deutschland,Mirosław Skrzypek,Potente,,,31,2,175820,23330,74,11,4,7,7,1,4,5,14,11,15,20,29-09-2022 01:36,,5250000,
Deutschland,Nickolas Bugkel,Potente,,2,30,109,138380,18620,22,9,5,6,6,1,6,14,11,10,13,2,29-09-2022 01:38,,5000500,
Perú,Valentín Núñez del Arco,,,,30,96,69190,22000,85,9,1,6,6,1,5,5,7,10,15,7,29-09-2022 01:55,,3190000,
España,Eduardo Pedrosa,Cabeceador,,,28,111,141330,25090,29,9,6,7,6,1,6,6,4,12,15,2,29-09-2022 02:11,Rælingen Fotballklubb,4539000,
España,Ricardo Ardisana,Potente,,,33,37,9940,9870,150,6,2,6,5,1,5,4,4,4,14,11,29-09-2022 02:19,Club Atlético El Fortín de Liniers,678000,
Italia,Aldo Scalisi,,,1,29,77,136210,38090,18,8,6,4,6,1,4,12,4,9,16,1,29-09-2022 02:24,,4400000,
Slovenija,Svarun Kovač,,,,27,3,69360,9510,33,6,2,7,7,2,6,4,5,11,13,4,29-09-2022 02:43,,3400000,
