Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Belgium,Martin Van Wezemael,,,1,27,100,55320,13370,16,7,1,8,7,1,4,6,5,8,14,3,09-10-2022 04:48,,3499999,
Italia,Mario Corrieri,Rápido,,2,32,18,108750,22100,37,10,7,7,6,1,4,7,11,13,16,4,09-10-2022 04:49,,6750000,
Suomi,Jani Jussila,Cabeceador,,,33,81,90470,25110,38,14,3,7,5,1,9,16,3,10,15,13,09-10-2022 04:53,,4500000,
Latvija,Denis Kamorin,Cabeceador,,1,37,16,4400,1370,55,13,3,2,5,0,4,3,3,12,13,9,09-10-2022 05:02,,500000,
Türkiye,Hasan Ali Gökbayrak,Técnico,,,30,31,59120,25700,29,8,5,5,7,1,4,5,4,7,16,19,09-10-2022 05:02,Blacky's Cowboys de Luxe FC,1433100,
Nederland,Hilbrand van Dooijeweert,Rápido,,,33,67,21860,14930,239,8,7,7,6,1,8,6,2,3,16,4,09-10-2022 05:15,Bayer Muenchen,1405000,
Schweiz,Raphael Bulley,,,1,36,38,14380,6310,11,9,2,6,4,0,2,2,13,7,15,1,09-10-2022 05:24,FC Satigny,1300000,
France,Nguyễn Thành Ðạt,Imprevisible,,2,27,19,180600,37960,62,6,6,6,7,1,3,9,4,10,16,1,09-10-2022 05:28,,7700000,
Deutschland,Armin Zottler,,,,27,30,176420,16410,85,7,4,6,7,1,3,13,6,11,13,6,09-10-2022 05:28,,6750000,
Suomi,Matias Mäki,,,,29,32,89880,15230,15,6,1,6,6,1,6,6,14,2,13,3,09-10-2022 05:28,,2200000,
Uruguay,Julio Vaz,,,,27,23,178770,14570,39,7,5,6,7,1,3,11,14,8,13,3,09-10-2022 05:33,,8300000,
Sénégal,Habib Yade,,,,38,55,2330,1730,6,14,4,5,3,0,1,2,0,9,13,6,09-10-2022 05:36,,350000,
Italia,Giuseppe Riboldi,Rápido,,,28,56,95300,21680,9,7,4,6,7,1,3,9,5,9,15,4,09-10-2022 05:39,Makeat Enkelit,4200000,
Deutschland,Carsten Eimannsberger,Potente,,1,29,107,210960,32780,172,7,2,7,7,2,4,3,10,13,16,10,09-10-2022 05:41,,4999999,
Nippon,勇児 (Yuji) 山田 (Yamada),,,1,27,99,107720,19470,114,7,6,8,7,1,6,6,3,11,14,8,09-10-2022 05:45,,3700000,
Ireland,Tobian Sheehan,,,,32,46,67900,19250,234,7,2,5,6,1,3,3,11,12,16,2,09-10-2022 05:48,,4888888,
France,Arnaud Fernandes,Rápido,,2,35,86,22420,8690,44,13,5,7,6,1,3,12,1,11,14,12,09-10-2022 05:50,,1990000,
Italia,Sergio Zipoli,,,,31,107,150870,22870,6,12,2,7,8,1,4,9,5,14,15,1,09-10-2022 05:54,,4295000,
Schweiz,Fritz Hossler,,,,32,73,171010,27950,1,12,4,7,6,1,10,14,7,10,16,11,09-10-2022 05:57,,5150000,
Schweiz,Jeanloup Genolet,Cabeceador,,,28,67,214280,26940,41,7,4,7,7,1,5,15,2,10,14,5,09-10-2022 06:06,Pool United,2832540,
Iran,Payam Tambrchi,Técnico,,1,33,56,175070,28350,2,13,4,6,7,1,5,16,3,16,14,12,09-10-2022 06:11,,6500000,
Ukraina,Orest Mikhailichenko,Rápido,,,33,62,89690,19940,12,13,4,6,8,1,5,9,8,15,15,6,09-10-2022 06:12,,4500000,
Polska,Leon Kubisa,Imprevisible,,1,29,7,265120,47370,54,8,6,7,7,1,7,16,6,10,14,10,09-10-2022 06:13,,7500000,
Iran,Kia Hojjat Ansari,Imprevisible,,,34,86,25010,18010,8,11,5,8,7,1,3,4,2,12,16,16,09-10-2022 06:14,,2500000,
Bulgaria,Hristo Terziev,Imprevisible,,,27,91,44360,13130,92,7,1,4,7,1,5,3,4,10,14,13,09-10-2022 06:18,,3000000,
