Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Nederland,Jason Duren,,,,28,83,60640,16590,52,6,6,7,7,1,4,14,5,7,5,8,29-08-2022 20:37,,1500000,
Suomi,Lauri Nulpponen,Potente,,1,27,95,271800,25800,3,10,3,6,7,2,5,12,8,12,15,7,29-08-2022 20:45,,10900000,
España,Ordoño Guerra,Técnico,,,28,76,272770,23940,51,7,4,8,7,1,4,14,3,14,13,1,29-08-2022 20:52,,8800000,
Deutschland,Redlof Wachner,Rápido,,1,28,58,78180,7790,7,5,4,8,7,1,3,12,4,11,11,3,29-08-2022 21:02,,6200000,
France,Abdelmouqaddem Talbi,Imprevisible,,,28,62,236140,30510,32,7,3,5,7,1,5,15,13,13,4,9,29-08-2022 21:09,,7899999,
Việt Nam,Vũ Quý Đôn,Potente,,,28,53,50220,10850,149,7,7,7,7,1,8,13,4,8,5,7,29-08-2022 21:22,Champions84,2016000,
Venezuela,Ricardo Velasco,Cabeceador,,,27,36,96610,18050,32,5,2,8,7,1,5,14,9,8,3,4,29-08-2022 21:56,,4500000,
Polska,Stanisław Stefanik,Imprevisible,,,28,54,42220,9710,101,8,4,4,7,1,4,13,7,10,6,10,29-08-2022 22:09,F.C. Trabzonspor Team,1432000,
England,Scottie Johnstone,Cabeceador,,,28,67,14050,7470,99,6,4,4,6,2,5,12,5,4,5,5,29-08-2022 22:39,Nomadics F.C.,387600,
Norge,Rolf Winterwold,,,,27,71,150870,25650,81,8,6,5,7,1,4,15,5,9,12,6,29-08-2022 23:47,Wisła Krk,5350000,
Belgium,Jean-David Bockstael,Técnico,,,27,86,136240,25700,93,7,4,6,7,1,8,15,3,11,4,7,30-08-2022 00:09,- Le Gazzelle -,3060000,
Hrvatska,Matej Strika,Imprevisible,,,27,109,158450,22640,13,8,3,4,7,1,15,12,5,11,3,7,30-08-2022 01:08,,5606173,
Dhivehi Raajje,Mazen Abou Seada,,,,28,22,162970,19410,36,9,5,7,7,1,14,12,3,11,3,1,30-08-2022 02:47,,6000000,
Nederland,Guus Besemer,,,,27,46,124770,16610,30,6,4,7,7,1,7,14,11,10,3,5,30-08-2022 03:14,,5555555,
France,Sacha Viguier,Potente,,1,27,76,131090,34090,167,6,3,3,6,1,4,15,5,11,11,1,30-08-2022 03:17,Bristol keynes dun,5000000,
España,Rafa Ruiz Merino,,,,28,104,24310,5530,176,6,3,6,7,2,8,12,3,5,6,9,30-08-2022 03:18,The Orofilos,699000,
Nederland,Carlos van Steensel,,,,27,97,109570,12970,77,7,6,6,7,1,4,12,3,9,13,8,30-08-2022 03:19,,4750000,
Deutschland,Edmond Hengstbach,,,,27,3,70390,23180,14,6,1,7,7,1,4,15,2,7,4,6,30-08-2022 03:24,,2450000,
Cyprus,Haris Kaiafas,Cabeceador,,,27,44,250190,18570,56,16,2,7,7,1,9,13,15,11,3,3,30-08-2022 03:34,,13000000,
Deutschland,Yannic Bloomberg,,,1,27,100,170890,19250,70,7,3,5,7,1,7,13,15,8,4,2,30-08-2022 03:36,,7999500,
Schweiz,Orlando Strupler,Potente,,1,27,106,138310,9770,174,6,6,7,7,1,11,12,13,5,4,7,30-08-2022 03:42,,8450000,
Canada,Cristian Visonà,Imprevisible,,,27,88,275460,22990,73,8,2,7,8,1,3,14,5,13,13,3,30-08-2022 04:08,,8599000,
Nederland,Pavel Buijsert,Cabeceador,,1,27,102,56440,6350,96,6,1,6,8,1,9,12,7,9,4,5,30-08-2022 04:26,,3000000,
Portugal,Venâncio Cardoso,Cabeceador,,,27,42,181260,21350,34,5,3,8,8,1,2,14,14,7,3,3,30-08-2022 05:02,,4750000,
România,Dragoş Pripon,,,2,28,55,12500,4050,56,5,4,5,7,1,3,12,3,4,3,4,30-08-2022 05:09,,200000,
