Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Suomi,Jari Huovilainen,Cabeceador,,,34,41,7830,5190,104,11,4,6,5,1,6,5,12,6,13,2,24-09-2022 03:23,,1375000,
Česká republika,Josef Goryl,Cabeceador,,2,32,33,108920,16850,26,9,4,8,6,1,5,11,4,14,14,10,24-09-2022 03:26,,4299000,
Deutschland,Marcus Oberschil,Imprevisible,,,29,62,287070,32360,25,8,6,6,6,1,4,15,3,14,14,2,24-09-2022 03:32,,9500000,
Scotland,Malcolm Pemberton,Potente,,,30,65,68620,10830,22,7,4,7,8,1,3,9,5,11,13,3,24-09-2022 03:35,,3906000,
France,François Darty,Rápido,,1,30,67,61250,11880,5,8,6,6,7,1,3,5,8,12,14,7,24-09-2022 03:35,,3912000,
Sverige,Faham Shirzadi,Rápido,,1,36,95,2600,3520,7,10,3,5,5,0,3,3,6,0,13,1,24-09-2022 03:40,Alegritos,235000,
Kampuchea,Arun Dara,,,,27,11,74780,14810,11,7,5,7,7,1,7,5,4,9,14,3,24-09-2022 03:51,,3200000,
Portugal,Carlos Vitorino Silva,Técnico,,,34,57,17390,10480,9,12,2,6,6,1,6,3,5,13,14,11,24-09-2022 03:52,,1400000,
Suomi,Pekka Koskinen,Rápido,,1,33,24,121510,17880,95,13,3,8,7,1,3,14,3,15,15,3,24-09-2022 04:04,,7900000,
Chile,Rafael Vargas,Potente,,,37,56,1780,1430,199,11,6,5,3,0,1,4,1,7,13,7,24-09-2022 04:38,,500000,
England,Ste McNeill,Rápido,,1,27,11,317000,22050,43,7,6,8,7,1,3,4,14,14,14,2,24-09-2022 04:46,,9650000,
Slovensko,Milan Mŕtvy,Rápido,,,31,33,99810,18270,2,10,2,6,6,1,5,9,4,15,14,3,24-09-2022 04:46,titchogoal,2500000,
Sverige,Per-Xerxes Uddér,,,,28,11,94150,24660,50,8,4,7,7,1,5,8,4,7,15,1,24-09-2022 04:50,,3250000,
Italia,Graziano Tommei,Técnico,,,28,41,245680,14750,0,8,3,7,7,1,11,12,8,12,13,2,24-09-2022 05:00,,5999000,
Portugal,Renato Regedor,Imprevisible,,,29,37,256570,24720,1,7,3,8,6,1,4,12,2,15,15,6,24-09-2022 05:08,,6990000,
Polska,Eligiusz Mandat,,,,33,84,19850,14030,74,10,3,5,5,2,5,4,8,9,15,13,24-09-2022 05:09,,1822000,
Suomi,Veetu Nikkilä,Potente,,1,35,20,24720,12060,1,9,4,6,5,1,3,3,3,13,16,3,24-09-2022 05:10,,1400000,
Nederland,Kornelis Heijltjes,Técnico,,,31,3,141440,15890,54,10,6,5,7,1,3,14,6,13,13,3,24-09-2022 05:11,,6000000,
Bulgaria,Iliyan Toshev,,,,32,38,28140,15970,88,10,4,8,6,1,5,4,5,4,15,23,24-09-2022 05:12,Devanna sporting club,1020000,
România,Ciprian Deuşan,,,2,31,35,59420,29150,67,8,2,4,6,2,5,4,2,9,16,18,24-09-2022 05:13,Forza Vaslui,2000000,
United Arab Emirates,Turk Jabir Ramahy,Técnico,,,30,100,248560,28220,8,12,3,5,6,2,5,14,4,16,14,3,24-09-2022 05:16,Madagascar Lions,3553000,
France,Philippe Miranda,Potente,,1,31,61,114250,19110,2,8,5,6,7,1,5,9,2,14,15,2,24-09-2022 05:27,,4500000,
Polska,Beniamin Jankowski,Rápido,,,30,3,34050,11720,144,7,6,5,7,1,6,3,4,6,14,11,24-09-2022 05:28,,2000000,
Polska,August Dorota,Técnico,,1,34,17,33070,11620,5,13,2,7,7,1,8,14,2,10,14,2,24-09-2022 05:30,,2800000,
Hrvatska,Marin Steković,Técnico,,,34,108,15740,7480,56,13,4,5,7,0,3,5,9,14,13,18,24-09-2022 05:42,Troeters United,1050000,
