Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
USA,Dedrick Livingston,,,2,28,54,64760,9710,91,7,1,7,7,1,5,11,3,8,13,6,06-10-2022 05:59,,3900000,
Bahrain,Sahib Al Joder,,,,32,103,45230,12860,155,10,4,7,6,1,3,12,4,9,14,3,06-10-2022 06:00,,3000000,
Nederland,Fikri Külük,Técnico,,1,33,53,46320,18180,49,12,2,5,6,1,5,15,3,12,13,8,06-10-2022 06:08,,3192000,
Slovenija,Jalen Valjavec,,,3,28,0,159230,32420,56,6,5,6,7,1,3,4,9,10,16,7,06-10-2022 06:08,,6250000,
Italia,Luigi Gherzi,,,1,31,16,49400,27620,1,8,3,6,6,1,3,3,2,5,16,4,06-10-2022 06:09,,2478250,
Italia,Manolo Ruffert,,,1,27,4,118930,39330,160,5,3,5,8,1,2,2,3,8,16,1,06-10-2022 06:09,,3500000,
Polska,Stanisław Pałka,Técnico,,,34,85,18090,9490,5,13,4,5,6,1,3,10,7,13,14,6,06-10-2022 06:12,,1850000,
Magyarország,Gál Mundrucó,,,,30,58,87200,19230,125,7,2,6,7,1,4,8,5,12,15,5,06-10-2022 06:12,,3290000,
Danmark,Nicolas Lieberkind,,,,29,31,83520,12850,72,6,4,7,7,1,3,3,5,13,13,8,06-10-2022 06:14,,2700000,
Venezuela,Nicola Mele,Rápido,,1,27,72,62370,17010,166,7,5,6,7,1,3,7,2,8,14,5,06-10-2022 06:19,,3700000,
Belgium,Caspar Coppejans,Imprevisible,,1,27,70,71630,17230,166,8,4,6,7,1,3,7,5,8,14,1,06-10-2022 06:19,,3700000,
Chile,Alvaro Gallardo,Imprevisible,,1,31,108,43980,6190,141,6,3,6,5,1,5,6,9,12,13,5,06-10-2022 06:34,,2500000,
Nederland,Sieger Schakel,,,,28,92,103120,32400,93,9,5,7,7,1,6,4,3,9,16,13,06-10-2022 06:47,,3000000,
España,Sergio Olivos,Cabeceador,,2,30,34,49690,14620,30,9,3,8,6,1,6,6,4,8,14,8,06-10-2022 06:48,,10000000,
Danmark,Karsten Kimose,Potente,,2,31,61,56810,27690,42,9,5,6,6,1,5,7,4,5,16,1,06-10-2022 06:54,,2000000,
Suomi,Sipo Sarala,,,,31,39,28530,11350,75,10,1,7,6,1,6,8,6,4,14,8,06-10-2022 06:55,,1500000,
Sverige,Oden Thörnsten,Cabeceador,,,33,17,59970,22090,137,9,5,7,7,1,4,5,3,12,16,2,06-10-2022 06:57,,3800000,
Nederland,Misja Louwers,Rápido,,2,29,41,202210,27800,170,6,5,6,7,1,4,5,3,16,14,2,06-10-2022 06:58,,3300000,
Polska,Bronisław Chwist,Técnico,,,29,85,140540,21600,119,8,6,7,7,1,4,6,3,14,14,4,06-10-2022 07:03,,2900000,
Schweiz,Dimitri Hérisson,Cabeceador,,,30,70,27930,9510,119,7,6,4,6,1,6,6,3,9,13,4,06-10-2022 07:05,,2400000,
España,Marcos Bara,Técnico,,1,28,109,132850,27200,103,6,4,6,7,1,4,8,4,12,15,1,06-10-2022 07:06,,4600000,
România,Adrian Guşu,Cabeceador,,2,28,47,91400,34270,2,7,3,7,7,1,3,4,5,7,16,9,06-10-2022 07:11,,3299000,
Belgium,Lowie Tits,Imprevisible,,1,31,16,146400,28000,2,9,4,7,6,1,2,9,4,14,16,2,06-10-2022 07:12,,5590000,
Nederland,Sammy Dikken,Técnico,,1,29,42,198990,31140,52,9,3,6,6,1,4,12,5,12,16,1,06-10-2022 07:13,lukabal,5299999,
Italia,Salvo Stanghellini,Imprevisible,,,30,36,176820,35660,25,9,4,8,6,1,3,4,4,14,16,6,06-10-2022 07:13,Mantova 1911,4232000,
