Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
Italia,Iginio Capisani,,,,29,74,16800,19060,101,7,5,1,7,1,3,5,4,7,14,12,03-10-2022 16:37,,2500000,
Irlanda,Neil Somers,Cabeceador,,,32,5,36040,19760,107,9,2,7,5,1,6,3,3,7,16,3,03-10-2022 16:38,,1500000,
Alemania,Lasse Sohnemann,,,,29,69,41570,12200,162,9,3,7,7,1,5,5,5,8,14,6,03-10-2022 16:42,FC Quickmaster,2244000,
Italia,Johnny Ghetta,,,1,29,52,38340,17930,41,7,3,4,7,1,4,5,8,5,14,6,03-10-2022 16:50,,1750000,
Portugal,Ernesto Teixeira,Potente,,,27,19,186310,18170,48,6,5,6,7,1,3,11,4,13,14,2,03-10-2022 16:54,,6300000,
Suecia,Mattias Kullengren,,,,28,81,138160,14610,137,7,4,4,6,1,4,5,13,13,13,2,03-10-2022 16:55,,5600000,
Alemania,Konz Peskoller,,,,32,51,18040,9960,31,9,4,5,6,1,6,7,3,7,14,11,03-10-2022 16:55,,999999,
Suecia,Love Hedflod,,,,33,80,16810,7280,62,9,4,4,4,1,7,5,5,13,13,3,03-10-2022 16:58,,800000,
Francia,Hasan Tahsin Uçuk,Influyente,,1,27,53,166520,30990,94,6,6,7,7,1,6,6,4,10,16,5,03-10-2022 17:00,John doeuf,4872000,
España,Carlos Valderrama,,,,36,5,6140,3640,40,11,4,6,4,1,6,4,4,8,14,4,03-10-2022 17:02,,1500000,
Polonia,Sławomir Biniarz,Técnico,,,29,84,83790,24140,78,8,4,4,7,1,4,4,2,13,15,16,03-10-2022 17:05,,3900000,
Suecia,Pär-Åke Svensson,Potente,,,32,93,234390,30820,34,12,3,7,8,1,4,13,11,14,16,10,03-10-2022 17:08,OddShot,6708000,
Grecia,Yiannis Armenis,,,,33,65,13030,5680,27,8,2,6,5,1,3,7,7,9,13,3,03-10-2022 17:10,LES RASCASSES,725000,
Alemania,Gabriel Fleischner,Rápido,,1,28,43,96530,17130,96,7,6,6,7,1,4,7,4,12,14,2,03-10-2022 17:19,FC Lobenhausen,3499999,
Italia,Daniele Martinelli,Cabeceador,,,36,54,11980,4010,10,12,5,6,4,1,1,9,1,12,13,6,03-10-2022 17:21,,900000,
Italia,Antonio Gonzato,,,,33,75,9560,4880,98,10,3,6,5,1,6,7,4,8,13,1,03-10-2022 17:22,,1700000,
Polonia,Bronisław Miąsko,Cabeceador,,,31,26,55660,14960,137,9,4,7,6,1,3,4,9,11,14,11,03-10-2022 17:26,,2500000,
Italia,Virginio Nocetti,,,,28,36,35140,11250,69,5,3,7,7,2,5,4,4,6,13,3,03-10-2022 17:28,Alesagos FC,1370000,
Montenegro,Dušan Krstić,,,,33,100,77530,17250,43,11,3,5,5,1,5,13,3,15,14,8,03-10-2022 17:29,,2845000,
Turquía,Osman Yavçı,,,,35,102,10210,8160,132,14,3,5,5,1,6,9,3,9,14,11,03-10-2022 17:31,Mandingo Warriors,532000,
Francia,Tristan Delaporte,,,,29,60,197560,33010,21,9,5,8,7,1,5,3,11,12,16,5,03-10-2022 17:36,,5695000,
Dinamarca,Nguyễn Đình Quý,Imprevisible,,,32,43,35360,18440,19,8,4,4,7,1,4,8,8,6,16,6,03-10-2022 17:38,Fc Lactuca Sativa,1066000,
Francia,Abdou Niangane,Imprevisible,,1,35,31,13300,4920,134,13,2,7,7,1,4,5,2,13,13,18,03-10-2022 17:51,F.C. Shimshya,918000,
Eslovenia,Nejc Oset,,,,27,82,203540,25570,32,7,4,6,7,1,4,12,4,11,15,11,03-10-2022 17:56,,7000000,
España,Juan Ángel Osta Font,,,1,31,19,228580,20870,153,9,3,6,6,1,3,14,14,14,14,2,03-10-2022 18:06,,7025695,
