Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,
San Marino,Guarino Suzzi Valli,Cabeceador,,2,24,21,5150,830,22,4,3,5,7,1,4,9,7,6,3,5,29-08-2022 23:24,ATHLETICO MARSEILLE,499000,
Italia,Eduardo Arcari,Rápido,,,24,31,10640,2390,5,3,5,5,7,1,4,11,5,4,6,2,29-08-2022 23:25,ATHLETICO MARSEILLE,399000,
Sverige,Kim Tuvborn,Técnico,,,22,32,4260,770,2,1,3,8,8,1,3,8,6,4,5,6,29-08-2022 23:25,Baad MB 2022,7500,
San Marino,Mattia Lividini,Imprevisible,,,26,69,1600,470,22,4,6,5,6,2,5,8,2,5,2,6,29-08-2022 23:27,athletico angers,49999,
România,Petru Anganu,,,,24,1,5870,870,12,3,2,3,8,1,3,8,3,8,6,1,29-08-2022 23:29,,155000,
España,Toni Gilibert,,,,25,55,14300,990,11,4,2,7,7,1,4,8,10,8,2,5,29-08-2022 23:35,,1199999,
España,Manuel Abarca,,,,23,14,31630,3030,75,3,4,8,8,1,5,10,5,10,5,3,30-08-2022 00:05,,1100044,
España,Joaquim Vayà,,,,28,60,2150,650,152,3,5,5,5,1,3,8,5,4,6,3,30-08-2022 00:23,,50000,
España,Jaime Galindo,,,,23,42,27930,3210,50,4,4,7,7,1,3,11,8,7,7,3,30-08-2022 00:33,,1800000,
Slovenija,Amadej Slaker,,,,22,10,2240,670,78,2,6,2,7,1,6,8,4,6,5,6,30-08-2022 00:49,Baad MB 2022,3000,
Česká republika,Dalibor Rosenkranc,,,,28,3,13700,1670,140,8,3,6,9,1,6,9,2,9,4,7,30-08-2022 00:55,las catacumbas,250000,
México,Fernando Briones,Cabeceador,,,26,1,8470,1510,87,5,3,7,7,1,7,9,2,5,4,2,30-08-2022 01:03,,500000,
Deutschland,Cihangir Özbek,,,,28,102,15780,2650,158,4,4,3,6,1,11,9,5,7,5,15,30-08-2022 01:12,FC Mettenhof 109,750000,
Italia,Luigi Tassone,,,,26,91,1510,410,21,4,3,4,7,2,5,8,3,5,2,6,30-08-2022 01:35,,0,
Türkiye,Çağtay Ulubey,,,2,24,4,18400,3790,5,4,5,6,8,1,5,11,4,8,2,6,30-08-2022 01:47,Babon,612000,
Al Kuwayt,Abdullateef Tahir Al-Isaee,,,1,26,52,14170,3030,5,5,3,5,7,1,5,11,2,7,5,5,30-08-2022 01:47,Sampei 2.0,437580,
Suriyah,Radwan Malki,Técnico,,,25,96,12890,2630,5,4,5,5,8,2,4,11,5,7,5,9,30-08-2022 01:47,atomic marseillais,570180,
Belgium,Samuel Verbeke,,,,24,12,10150,3670,97,2,5,3,7,1,7,11,3,4,5,5,30-08-2022 01:53,Westfalia Köln (rrh.),400000,
Chile,León Valderrama,,,,25,49,13390,2690,57,5,2,4,8,1,5,11,4,8,4,5,30-08-2022 01:56,FC Lagunillas,550000,
France,David Chauve,Rápido,,,28,89,13420,1810,40,6,4,8,6,1,3,10,9,7,4,3,30-08-2022 01:59,FAS Cádiz,748680,
Srbija,Fatlum Kalemi,,,,27,110,33480,1710,5,3,6,5,7,1,7,9,7,10,7,8,30-08-2022 02:02,,555555,
Uruguay,Basilio Welker,,,,26,106,2330,830,2,2,5,3,7,1,3,8,6,5,5,3,30-08-2022 02:20,,24000,
Italia,Gian Domenico Fano,,,,22,44,9720,1510,35,3,4,6,8,1,5,10,6,5,2,4,30-08-2022 02:44,,1000000,
España,Daniel Español,,,,27,10,64770,5770,76,4,2,7,7,1,11,11,3,10,2,9,30-08-2022 02:49,,2150000,
Magyarország,Ernő Somló,Cabeceador,,1,24,34,14840,1670,86,4,3,6,8,1,6,9,8,6,3,2,30-08-2022 02:52,FCCatalunyaSD,218280,
