,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
0,Sverige,Leo Holmquist,Técnico,,2.0,32,28,42520,8940,24,6,4,7,6,1,4,3,3,13,13,1,21-09-2022 19:38,,1373666,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=436821823
1,Hrvatska,Fabijan Vasilj,,,,35,7,3320,3420,3,10,6,5,5,1,7,5,2,4,13,5,21-09-2022 19:39,F.C. Dragon-Ball,308000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=429590810
2,Italia,Alessandro Bellini,,,,35,104,20250,12040,84,13,3,6,6,1,1,3,1,13,15,3,21-09-2022 19:51,,1950000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=424893995
3,Deutschland,Giangiacomo Oliati,Influyente,,,29,100,200630,31190,89,8,4,7,7,1,6,2,3,14,15,15,21-09-2022 19:57,Flashing Blades,4000001,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=439057517
4,Schweiz,Noldi Walthert,,,,34,36,10260,6190,61,9,3,7,6,1,4,4,2,13,13,3,21-09-2022 19:59,,1300000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=428107988
5,Italia,Paolo Oddo,Cabeceador,,,31,35,95690,30950,57,8,2,7,7,1,3,5,5,10,16,3,21-09-2022 20:09,,3495000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=437775151
6,Al Kuwayt,Dawud Aseery,Imprevisible,,,29,100,34790,19090,11,10,6,4,7,1,4,8,4,9,15,13,21-09-2022 20:21,,3900000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=438819473
7,Argentina,Benito Bohl,,,,28,43,66900,25720,67,6,5,7,7,1,3,4,3,6,15,16,21-09-2022 20:25,,3456789,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=443909202
8,Argentina,Antonio Buonomo,Rápido,,,35,15,51870,11820,67,15,5,8,7,1,4,15,6,12,15,9,21-09-2022 20:38,,4899000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=426074430
9,Nederland,Radboud Rawie,Cabeceador,,1.0,27,100,216110,20960,56,8,6,6,7,1,4,9,4,14,14,1,21-09-2022 20:42,FC.Nock,4458000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=443581825
10,Ghana,Kpodo Oteng,Potente,,1.0,32,16,165910,27780,25,15,2,7,6,1,5,13,9,12,16,11,21-09-2022 20:52,,9000000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=433966816
11,România,Ioan Roman,Rápido,,,28,23,53870,24610,8,6,4,6,7,1,2,5,4,3,15,5,21-09-2022 21:01,,2500000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=442867148
12,Colombia,Carlos Hernán Dimaté,Cabeceador,,1.0,32,94,45090,10140,7,10,5,5,6,1,3,12,5,11,13,9,21-09-2022 21:01,,2999000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=432050343
13,Colombia,Nelson Chaparro,,,1.0,33,108,34490,17400,7,12,2,7,5,1,4,3,8,14,15,12,21-09-2022 21:06,,25000000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=428840810
14,Chile,Arnoldo Rosa,Técnico,,,28,48,160440,18890,80,7,5,8,7,1,6,3,6,14,14,3,21-09-2022 21:21,Casalamica FC,4250000,,https://www87.hattrick.org/Club/Players/Player.aspx?playerId=442606307
