,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
0,Suecia,Hilmer Pettersson,,,,22,64,32350,5010,0,4,1,6,7,1,2,3,4,8,13,3,30-09-2022 17:54,fc i cugini di zampagna,2468000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=428139365
1,Finlandia,Eero Kaalikoski,,,1.0,25,9,160230,23000,41,5,2,7,8,1,5,8,5,11,15,2,30-09-2022 17:57,,6399000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=424345964
2,Italia,Michele Maranzoni,,,2.0,26,24,146650,25480,1,6,4,5,7,2,4,15,3,3,13,1,30-09-2022 17:58,,5497219,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=441491301
3,España,Rubén Matute,Potente,,3.0,26,84,95570,31580,45,7,6,4,7,1,6,6,6,8,16,8,30-09-2022 18:00,,4725000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=438881543
4,Armenia,Nver Sevanyan,Rápido,,,21,73,50610,5310,40,3,1,7,8,1,4,5,4,9,13,3,30-09-2022 18:04,Knegas Revival,3849000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=433621640
5,España,Xavi Ferrís,Imprevisible,,1.0,23,54,34140,6570,82,4,3,4,8,1,4,6,8,7,13,12,30-09-2022 18:12,,3750000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=445362194
6,Suecia,Peter Stridman,Técnico,,,26,52,121970,30390,25,5,4,7,7,1,7,4,6,8,16,4,30-09-2022 18:16,,6000000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=444966654
7,Siria,Omar Al Saman,Potente,,2.0,24,1,70800,20370,40,5,5,6,7,1,3,8,5,6,14,9,30-09-2022 18:24,,6000000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=424932828
8,España,Filemón Alborés,Cabeceador,,,23,67,92750,27280,40,5,1,6,7,1,4,8,5,5,15,4,30-09-2022 18:24,,7000000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=422200395
9,Argentina,Gustavo Ferro,Técnico,,,26,20,51180,15450,138,4,5,5,7,1,4,5,5,7,14,3,30-09-2022 18:30,,2800000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=445254507
10,Israel,Mohammed Negm Eddin,Cabeceador,,,22,51,53630,13290,82,4,4,5,7,1,4,6,7,7,14,3,30-09-2022 18:39,bruges army,4034000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=440184887
11,Austria,Vittorio Ligios,,,3.0,26,69,60180,15310,96,6,3,7,8,1,4,4,3,7,14,8,30-09-2022 18:40,,4500000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=429632823
12,Italia,Alcide Roscini,,,1.0,26,60,68310,29020,124,6,4,5,7,1,3,3,3,3,16,2,30-09-2022 18:45,,3000000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=435864637
13,Chile,Santiago Marull,,,,24,62,82090,16310,24,6,4,7,7,1,4,5,10,7,14,9,30-09-2022 18:45,,5499000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=436053414
14,Bélgica,Constantin Robert,Cabeceador,,2.0,21,66,50790,13430,2,4,6,7,7,1,3,4,4,5,14,3,30-09-2022 18:55,,4622002,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=428712858
15,Holanda,Marco Coppens,Rápido,,,21,85,39270,14450,2,3,4,3,7,1,3,4,5,5,14,2,30-09-2022 18:56,,4440004,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=441384984
