,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
0,Malta,Eric Dunkerley,,,,26,45,72840,17730,15,6,6,4,7,1,4,2,12,6,14,4,28-09-2022 07:23,,5500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=448587345
1,France,Jérémie Collin,,,1.0,22,64,44380,9970,25,3,3,6,8,1,6,5,4,3,14,4,28-09-2022 07:28,,2700000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=458075839
2,España,Mauro Nájera,,,,21,48,37900,8930,28,4,5,7,8,1,8,4,3,5,13,1,28-09-2022 07:28,,3750000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=460835533
3,España,Carles Maria Prunes,,,,21,106,35690,7990,31,4,2,7,8,1,3,6,6,7,13,5,28-09-2022 07:29,,4500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=459439337
4,Schweiz,Stéphane Richard,Imprevisible,,,21,10,96570,28980,64,2,5,7,8,1,3,5,7,3,16,1,28-09-2022 07:32,FC Miserabel,8500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=461331037
5,România,Cătălin Forna,,,2.0,24,74,118910,15110,8,5,7,8,8,1,3,3,5,12,14,4,28-09-2022 07:36,Aris Lemesou,2416380,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=452319618
6,España,Julio César Recuero,Técnico,,,24,42,33020,8170,31,4,4,6,8,1,5,4,3,7,13,5,28-09-2022 07:38,,2500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=454194571
7,Polska,Alojzy Wilner,,,,25,83,240760,21330,139,6,2,8,8,1,5,9,5,13,15,1,28-09-2022 07:50,,7500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=448889657
8,Türkiye,Fikri Yorgan,Técnico,,,21,17,78790,26810,66,4,5,8,7,1,2,3,4,3,15,1,28-09-2022 07:51,The W@rners,2530000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=460899609
9,Türkiye,Selman Öncel,,,1.0,21,65,56890,10890,72,3,3,6,7,1,6,5,7,4,14,1,28-09-2022 07:52,kejvaři,2641800,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=460406928
10,Italia,Carmine Del Borrello,Técnico,,,26,75,285240,22330,61,6,7,8,7,1,5,9,7,14,15,5,28-09-2022 07:58,,10050000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=446473708
