,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
0,República Checa,Bohumil Tydlačka,,,,24,11,122540,42780,83,5,4,5,8,1,6,4,3,3,17,4,24-09-2022 18:13,,4500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=454754528
1,Brasil,Henrique Caneva,,,,23,108,111590,23520,79,3,6,7,8,1,3,2,7,7,16,8,24-09-2022 18:16,Flemingtowners,5000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=454808898
2,Suecia,Egil Andersson,Técnico,,1.0,25,82,95730,13670,57,6,4,8,7,1,4,9,4,10,14,1,24-09-2022 18:30,,8450000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=450305762
3,Finlandia,Lauri Kaitala,Imprevisible,,,23,2,61200,14870,26,3,5,7,7,1,4,3,7,8,14,14,24-09-2022 18:42,Herisau Panthers,5164260,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=457541449
4,Eslovaquia,Emil Táborský,Potente,,2.0,26,21,201720,45500,72,6,4,5,7,1,5,10,4,10,17,7,24-09-2022 18:43,,10700000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=447613785
5,Camboya,Rachana Sok,Imprevisible,,1.0,26,0,186930,24700,15,7,1,5,7,1,5,7,5,14,15,3,24-09-2022 18:46,Princess from Angkor Wat,6762600,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=448506842
6,Hong Kong,周 (Chau) 勇德 (Yongde),,,1.0,25,109,144500,16570,36,6,5,7,7,1,4,6,4,13,14,3,24-09-2022 18:47,,5000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=449408293
7,Polonia,Arkadiusz Rajkowski,Imprevisible,,,24,2,104980,15290,15,4,2,7,7,2,2,10,2,10,14,3,24-09-2022 18:48,,6500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=454451155
8,Finlandia,Aarre Volanen,,,,23,37,136220,39370,100,3,7,8,8,1,4,3,5,3,17,4,24-09-2022 19:24,,5028000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=455853707
9,España,Manel Sánchez Zarzosa,,,,22,54,116740,18210,87,4,4,7,8,1,4,4,3,11,15,2,24-09-2022 19:29,,5800000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=458185200
10,Suecia,Samal Nakkash	,,,,25,59,68030,19010,11,3,3,6,8,1,3,5,9,3,14,4,24-09-2022 19:36,Manston Manticores,2700000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=449831093
11,Alemania,Tomas Rosenpforte,,,,25,89,232770,23390,56,5,5,6,7,1,2,10,7,12,16,1,24-09-2022 19:47,,9000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=448855044
12,Italia,Giacomo Banelli,,,,25,45,187950,22320,56,5,4,7,7,1,1,8,7,12,15,2,24-09-2022 19:47,,7000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=451125185
13,Polonia,Jerzy Śmiechowicz,,,2.0,24,47,167730,23410,56,5,5,6,7,1,4,7,7,12,15,1,24-09-2022 19:49,,7500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=453028804
14,Polonia,Mariusz Sinicki,Técnico,,1.0,25,62,136810,20230,53,4,4,6,7,1,3,10,4,11,15,3,24-09-2022 19:50,,7000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=450383498
15,Suiza,Piero Thielemann,,,,23,79,111940,15350,46,4,4,7,7,1,3,8,7,8,15,2,24-09-2022 19:50,,7500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=454806545
16,Turquía,Gökhan İsfendiyaroğlu,,,,23,91,46060,13930,66,4,3,5,8,1,4,3,4,10,15,3,24-09-2022 21:02,,4900000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=454736298
17,Rumanía,Mihai Popp,,,1.0,24,105,110620,25270,116,5,7,7,8,1,4,2,6,4,16,2,24-09-2022 21:08,,10000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=453048508
18,Perú,Juan José Amat,Cabeceador,,,25,71,290910,28380,34,8,2,6,8,1,6,3,14,12,15,5,24-09-2022 21:09,Dinamo Latvija,11950000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=449373833
19,Suiza,Einar Hohnsperg,,,,22,14,89900,13990,26,4,6,8,7,1,3,4,4,11,14,5,24-09-2022 21:37,,5000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=458766408
20,Argentina,Angelo Palamara,Imprevisible,,1.0,24,68,206070,18930,27,5,3,7,7,1,3,10,5,13,14,5,24-09-2022 21:38,,7750000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=452697893
21,Polonia,Bartłomiej Kowalik,,,,25,34,191590,31720,3,4,4,7,8,1,3,6,4,12,16,5,24-09-2022 22:08,,6000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=450943896
22,Bulgaria,Alexander Cholakov,Rápido,,,22,95,112550,16070,82,4,4,7,8,1,4,4,3,11,15,5,24-09-2022 22:21,,6500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=456883676
23,Bulgaria,Georgi Angelov,Técnico,,1.0,25,37,195830,45550,66,5,4,6,8,1,4,4,10,4,17,2,24-09-2022 22:35,,8000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=450791040
24,Turquía,Selçuk Parsbay,Rápido,,,23,36,64520,14830,87,3,3,6,8,1,4,4,9,3,14,3,24-09-2022 22:37,impavidi64,2348000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=456592870
