,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
0,Finlandia,Simon Siljamo,,,3.0,27,14,171190,31850,134,6,6,7,7,1,3,4,5,12,16,6,03-10-2022 15:28,Napoli Fußball,7000000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=450013864
1,Ghana,Ant Ailstone,Potente,,3.0,32,108,97500,14880,55,9,5,6,6,1,4,14,10,13,13,2,03-10-2022 15:30,,6120000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=431981841
2,Israel,Orin Tumarkin,Técnico,,1.0,28,70,384710,33480,47,9,1,6,6,1,3,15,3,15,15,1,03-10-2022 15:31,,10588088,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=442375500
3,España,Ramon Montferrer,Técnico,,,29,54,368420,34360,57,10,7,6,6,1,3,14,5,16,15,2,03-10-2022 15:32,,10988088,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=440378790
4,España,Saúl Casanueva,,,,27,2,142830,23000,32,6,2,8,7,1,4,3,10,9,15,1,03-10-2022 15:32,,6500000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=445910965
5,Alemania,Dominic Iserbrook,Técnico,,2.0,30,28,261070,31860,60,10,4,6,6,2,5,15,3,15,14,3,03-10-2022 15:34,,8988088,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=438073561
6,Italia,Fabiano Catalani,Rápido,,,33,38,117730,30670,212,11,3,4,6,1,3,16,5,15,16,4,03-10-2022 15:34,,7200000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=431072095
7,Bélgica,Pierre-André Wauters,,,2.0,28,2,282010,31700,42,8,5,6,7,1,4,14,4,12,15,5,03-10-2022 15:36,,8990000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=443650398
8,Turquía,Toprak Sonsuz,Técnico,,1.0,31,52,100830,23600,167,7,3,6,7,1,4,10,4,12,16,4,03-10-2022 15:36,,4000000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=437822997
9,Canadá,Rogelio Olvera,Rápido,,,29,21,190260,25800,25,9,3,8,6,1,5,15,3,12,13,3,03-10-2022 15:41,,5300000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=440810087
10,Rumanía,Albert Tcaci,Rápido,,,33,19,48580,11950,11,11,4,7,7,1,4,6,4,14,14,11,03-10-2022 15:45,,2499000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=431724429
11,Alemania,Florian Dornhackl,,,,27,0,128840,21920,42,5,6,7,7,1,5,2,11,9,15,6,03-10-2022 15:45,,7500000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=446917717
12,Italia,Roberto Maj,Potente,,,31,10,204640,25650,107,9,5,7,7,1,4,14,10,11,15,14,03-10-2022 15:54,poggi ultrà,6120000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=436694772
13,Italia,Salvatore Brancato,,,,27,13,111330,24740,26,5,5,7,7,1,3,5,6,10,15,3,03-10-2022 16:01,Flynet FCF,3750000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=446498423
14,Macedonia del Norte,Branislav Grujovski,Rápido,,1.0,29,54,49990,23100,11,9,2,5,6,1,3,4,4,11,15,2,03-10-2022 16:02,,3000000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=441412330
15,Dinamarca,Teddy Bahnsen,,,,29,38,176720,24900,43,6,1,6,7,1,2,7,5,15,15,5,03-10-2022 16:03,,3500000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=440840073
16,Francia,Rahmi Erdi,Rápido,,,28,37,164950,27400,10,7,3,4,7,1,4,5,15,10,15,12,03-10-2022 16:06,,7300000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=443482564
17,Italia,Johnny Mulloni,Técnico,,,27,83,99790,25330,27,6,2,7,7,1,5,6,4,11,15,6,03-10-2022 16:13,Fuerza Regia FC,3850000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=444827027
18,Azerbaiyán,Şahin Əzizov,,,1.0,35,8,7560,7110,61,13,2,4,5,1,6,5,3,9,15,9,03-10-2022 16:16,,700000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=426660510
19,Uruguay,Marc Mee,Rápido,,,30,31,121440,33620,108,9,4,3,6,1,4,16,7,11,13,10,03-10-2022 16:18,,6500000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=438566829
20,Polonia,Bartłomiej Naskręcki,Técnico,,1.0,34,106,26250,10680,17,16,4,7,5,1,3,12,3,13,13,18,03-10-2022 16:19,,1459000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=426838540
21,Singapur,Bok Wee Jian,,,1.0,28,91,85770,32160,77,7,5,5,6,1,5,5,9,7,16,16,03-10-2022 16:22,,3900000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=441738673
22,Italia,Renzo De Marchi,Cabeceador,,1.0,37,10,9550,1560,57,17,3,6,4,1,1,11,3,11,13,19,03-10-2022 16:31,,1000000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=420072599
23,Alemania,Edgar Wessner,Potente,,,33,104,12340,6610,42,9,2,6,7,1,5,8,2,8,13,7,03-10-2022 16:32,,900000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=429178041
24,Holanda,Ad Witjes,,,,34,89,24020,18010,279,10,6,8,5,1,2,9,4,11,16,3,03-10-2022 16:35,,2750000,,https://www83.hattrick.org/Club/Players/Player.aspx?playerId=427912569
