,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
0,France,Nicolas Flament,,,,27,102,78460,7050,143,6,3,7,7,1,6,12,13,7,6,2,31-08-2022 08:27,,3500000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=443000505
1,Bosna i Hercegovina,Imran Malkočević,,,,27,30,48230,25030,156,3,7,5,6,1,2,15,3,5,3,3,31-08-2022 08:58,,1250000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=445347150
2,Bulgaria,Demirel Feray,Técnico,,,27,94,179160,16810,89,8,2,7,7,1,14,13,4,11,3,14,31-08-2022 09:04,,5500000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=443357756
3,Ireland,Dean Moher,Técnico,,,28,90,234480,17550,22,9,5,7,7,1,14,13,12,10,4,5,31-08-2022 09:10,,6000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=441382740
4,España,Jaime Torrecilla,Técnico,,,27,75,41350,16390,19,6,1,5,7,1,4,14,6,5,4,4,31-08-2022 09:19,VKL,308550,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=453009124
5,Danmark,Klaus Fuglsang,Imprevisible,,,27,88,211560,28300,11,7,2,7,7,1,15,14,3,4,5,4,31-08-2022 09:37,,5800000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=443451700
6,España,Olain Amoztegi,Técnico,,,28,39,54910,11250,64,6,5,7,7,1,3,13,9,7,6,4,31-08-2022 09:53,,1400000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442344135
7,Schweiz,Luki Frisina,Potente,,,27,94,233670,25820,73,6,4,5,9,1,5,13,3,10,15,3,31-08-2022 10:07,Beat the Dead Horse,6750000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=445490724
8,France,Stéphane Cottenceau,,,,27,53,112450,24460,95,8,6,2,7,1,14,14,4,11,2,2,31-08-2022 10:16,,6000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=443872998
9,Sverige,Emre Soykök,,,,28,17,109730,25280,66,8,1,5,7,1,7,15,7,10,8,2,31-08-2022 10:35,,4200000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442835189
