,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
0,España,José Xerez,Técnico,,,28,105,29320,6490,74,6,6,5,7,1,3,13,2,7,4,4,31-08-2022 06:12,,1750000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=459495660
1,Portugal,Hélder Jorge Rosário,,,,27,80,38840,10370,115,5,3,6,7,1,6,13,4,6,5,8,31-08-2022 06:18,Nigels Drenge,500000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=445863641
2,Portugal,Felisberto da Conceição,,,,27,89,38660,11490,115,5,3,6,7,1,6,13,3,7,3,5,31-08-2022 06:19,,700000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=444697371
3,España,Joaquim Sors,Potente,,,28,19,93330,24460,178,7,1,7,7,1,3,15,4,10,7,6,31-08-2022 06:22,The Scoring Stones,2040000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442644769
4,España,Castejón Flaquer,Técnico,,1.0,28,7,75030,16870,165,6,3,7,7,1,2,14,3,9,9,4,31-08-2022 06:22,,2000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=444293691
5,Österreich,Heinrich Resch,Cabeceador,,1.0,28,27,50330,9410,91,6,5,7,7,2,6,13,11,4,3,2,31-08-2022 06:25,,1899000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442793093
6,France,Édouard Duclos,Influyente,,2.0,28,34,144610,29570,179,8,4,8,7,1,7,15,7,6,11,3,31-08-2022 06:30,,3500000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442572126
7,Deutschland,Frank Brodtitz,Imprevisible,,1.0,28,3,155250,29880,67,8,4,6,7,1,3,14,4,10,15,5,31-08-2022 06:40,,9500000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442960097
8,Norge,Leif Lien,,,,28,110,103590,29220,155,8,3,3,6,1,10,15,10,9,4,2,31-08-2022 06:41,,5000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=440679980
9,Deutschland,Mark Lahm,,,,28,83,49540,20880,90,5,5,4,6,1,4,15,3,9,4,6,31-08-2022 06:42,,1770000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=444777095
10,Sverige,Renato Eikenberry,,,,27,6,148920,19290,100,5,1,6,7,1,4,14,11,10,9,4,31-08-2022 06:46,,6700000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=445507489
11,Türkiye,Bülent Salduk,Imprevisible,,2.0,28,0,262790,28810,2,6,5,7,7,1,5,15,15,10,5,2,31-08-2022 06:49,Wilga Boys,6871055,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442943298
12,Italia,Gianluca Granata,,,1.0,27,105,45100,12970,102,7,3,5,7,1,7,14,5,4,6,5,31-08-2022 06:56,VKL,214000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=448269743
13,Italia,Gian Maria Di Fuccio,,,1.0,28,75,49310,7750,143,6,5,8,7,1,5,12,9,8,6,12,31-08-2022 07:05,Carpi 2012,1817000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=441606718
14,Argentina,Juan Bautista Sagrev,,,1.0,28,74,21870,6050,36,6,5,8,7,1,7,12,3,4,5,7,31-08-2022 07:09,ARÉVALO C.F.,550000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=457484415
