,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
0,Brasil,Zenilton Furlan,,,,34,109,10210,12530,23,12,4,6,5,1,3,7,4,9,15,8,24-09-2022 07:04,Schwarz IT Bulgaria,543000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=426691045
1,Sverige,Ingar Forsstad,Técnico,,,34,7,8630,4510,2,10,3,5,6,1,4,9,4,11,13,10,24-09-2022 07:07,,1000000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=428765441
2,Uruguay,Roberto Camargo,Rápido,,,33,90,135310,21510,0,11,3,7,7,1,3,14,4,16,14,7,24-09-2022 07:09,,4398741,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=429088475
3,Suomi,Sami Honkanen,Rápido,,,29,15,347240,38100,51,9,5,5,7,2,3,14,9,14,16,3,24-09-2022 07:12,,15600000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=440759296
4,Venezuela,Bladimiro Rizo,Potente,,1.0,29,64,111260,13930,40,9,2,7,7,1,6,6,6,13,13,3,24-09-2022 07:12,,3900000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=439730928
5,România,Teodor Vlad,Técnico,,,29,3,287660,34460,39,11,4,6,7,1,2,14,3,12,16,1,24-09-2022 07:13,,10000000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=441302816
6,Belgium,Kelt Hugo Couzy,Cabeceador,,2.0,34,63,39040,13430,10,13,4,8,7,1,5,13,3,12,15,15,24-09-2022 07:13,,3567921,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=427913112
7,Iran,Amir Houshang Agha Beik,Técnico,,,35,54,33090,12120,15,18,3,6,6,1,2,13,2,12,15,15,24-09-2022 07:15,,2865332,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=425539690
8,Danmark,Lennart Nissen,Técnico,,,33,76,50120,11830,35,11,4,4,5,1,7,13,4,14,13,6,24-09-2022 07:15,,3400000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=429783888
9,Sverige,Joonas Virranniemi,,,,29,61,231610,24700,6,8,6,7,8,1,4,9,6,15,14,5,24-09-2022 07:16,,4431131,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=439947545
10,Argentina,Francisco Matías Pasucci,Rápido,,,37,90,12320,2750,10,15,2,7,5,0,2,8,6,12,14,12,24-09-2022 07:16,Buffalo Soldiers F.C.,600000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=417962713
11,España,Juan Luis Forcadell,Cabeceador,,,34,108,19370,8570,35,9,5,7,6,1,10,13,3,8,13,17,24-09-2022 07:18,,1750000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=426700412
12,Venezuela,Alberto Corao,,,1.0,34,97,17400,10440,7,13,5,5,6,1,2,5,4,15,13,6,24-09-2022 07:25,,1150000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=426867795
