,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
0,Ucrania,Yukhym Golovatsky,,,,24,106,143170,23150,10,5,4,4,7,1,6,3,3,14,14,2,26-09-2022 13:28,,5500000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=451067781
1,Irlanda,James Mac Aodhagáin,,,1.0,23,62,52860,8910,88,4,6,7,8,1,3,5,5,7,14,6,26-09-2022 13:29,,3499000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=458119249
2,Bulgaria,Svetlin Chebishev,Potente,,,26,44,66830,10270,10,5,3,7,7,1,4,5,5,10,14,2,26-09-2022 13:33,,3480000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=447437208
3,Bosnia y Herzegovina,Vedad Gogalić,,,,24,103,63630,23330,13,5,2,6,7,1,4,4,3,4,15,3,26-09-2022 13:34,SDLOG 2018,3122000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=452374877
4,Eslovaquia,László Samu,Técnico,,,26,64,205970,28700,52,5,5,6,7,1,3,9,3,12,16,5,26-09-2022 13:34,,8500000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=447370557
5,Lituania,Silvestras Zapuščinskas,Potente,,1.0,25,1,85160,13970,78,6,4,8,8,1,4,8,10,5,14,1,26-09-2022 13:35,,5750000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=450992814
6,Omán,Fuad Adam Al-Abady,Potente,,,23,107,107950,9790,27,5,3,6,7,1,4,3,12,11,13,2,26-09-2022 13:35,,6500000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=454417192
7,Finlandia,Valtteri Lähdemaa,Cabeceador,,1.0,26,41,172770,20410,75,5,3,6,8,1,3,12,3,11,15,2,26-09-2022 13:36,Amateri,7292000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=448374536
8,Alemania,Felix Haggennmüller,,,,24,38,74340,16470,116,2,4,7,8,1,3,4,3,7,15,3,26-09-2022 13:36,,4000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=453238646
9,Italia,Ivan Manniello,,,1.0,21,49,50920,10850,70,2,4,6,8,1,6,5,6,6,14,2,26-09-2022 13:42,Olot Promesas,3122000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=460489225
10,España,Alberto Gabirondo,Imprevisible,,,24,37,171940,35030,26,6,2,5,7,1,3,4,12,8,16,2,26-09-2022 13:42,Benfica C.B,8575140,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=453230695
11,Portugal,Apolinário Mendes,Cabeceador,,,21,5,32280,10110,52,3,4,7,6,1,2,5,5,5,13,4,26-09-2022 13:47,SGE Frankfurt 99,3060000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=462793164
12,Brasil,Severino Rossi Silva,,,,21,93,61550,20850,76,4,5,6,8,1,2,6,4,5,15,4,26-09-2022 13:49,,5990000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=459587375
13,Suecia,Mats-Ove Yngvesson,Imprevisible,,1.0,21,72,89110,13790,59,3,5,7,7,1,4,2,4,9,15,1,26-09-2022 13:50,Genç Çotanaklar,5000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=460146843
14,Noruega,Edin Fagerlirøen,,,,24,2,26100,7930,21,3,5,5,7,1,5,5,2,6,13,4,26-09-2022 13:50,,2700000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=456583039
