,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
0,Suiza,Hansjürg Koontz,,,,33,103,13930,7120,2,9,2,5,5,0,1,3,4,13,13,14,11-09-2022 05:42,MK DONS - oborishte,714000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=429264357
1,Alemania,Paul Pflock,,,1.0,35,35,8700,4040,7,11,4,7,5,1,5,9,9,9,13,5,11-09-2022 05:44,,700000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=426102054
2,Rumanía,Cristian Smău,,,,31,60,82430,22400,0,9,2,6,6,1,4,7,6,12,15,3,11-09-2022 05:47,,2350000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=435351704
3,Polonia,Jacek Ruszkowski,Cabeceador,,,30,51,35160,17220,9,5,5,6,6,2,4,5,3,4,15,3,11-09-2022 05:53,,2437500,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=437914014
4,Irán,Ali Morad Barani,,,1.0,29,48,345260,28000,152,10,2,7,7,1,4,14,14,10,15,9,11-09-2022 05:53,,10000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=440502954
5,España,Agustí Pujoldevall,,,1.0,35,83,5790,3720,43,14,3,7,5,0,6,4,2,10,13,9,11-09-2022 05:53,Şile-Denizlispor,523260,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=424103608
6,Finlandia,Jani Kerkelä,,,,35,25,4350,4900,43,8,6,7,5,1,5,1,2,5,14,10,11-09-2022 05:56,toofane sorkh,305000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=425772841
7,Portugal,Leonardo Braga,,,,31,39,31080,14830,115,8,6,5,6,1,3,6,10,8,14,2,11-09-2022 06:00,,2750000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=435629081
8,Italia,Enzo Ruocco,Cabeceador,,,31,36,61120,11770,22,11,5,4,6,1,6,12,5,11,13,4,11-09-2022 06:04,,3975000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=435832246
9,Estados Unidos,Leon Redmon,,,,27,21,303950,46490,154,8,3,7,7,1,3,14,2,7,16,5,11-09-2022 06:16,,6000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=444709109
