,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
0,Chile,Aruni Ormachea,Cabeceador,,2.0,28,12,77250,21580,16,7,6,3,7,1,7,5,4,12,14,13,06-10-2022 01:21,,3850000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=443605597
1,Magyarország,Marcell Lakatos,Imprevisible,,,31,89,35210,22870,2,6,4,5,6,2,3,3,5,4,16,15,06-10-2022 01:33,,2500000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=439063290
2,Deutschland,Marcus Schiberth,,,1.0,27,104,70550,20700,82,7,3,7,6,1,5,7,6,5,15,2,06-10-2022 02:24,,4500000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=445534533
3,Føroyar,Eyðfinn Drangastein,Imprevisible,,1.0,27,41,199620,21330,45,7,4,7,7,1,7,1,3,15,14,1,06-10-2022 02:32,,4631000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=444822715
4,Belgium,Joran Teugels,,,,30,15,141050,21090,74,9,2,6,6,1,4,9,3,15,14,3,06-10-2022 02:44,,3849500,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=438606997
5,Deutschland,Yannick Schöllermann,,,2.0,27,72,113960,21250,147,5,2,4,7,1,3,5,16,2,13,3,06-10-2022 02:48,,2999999,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=447681909
6,Sverige,Björn Hedblad,Cabeceador,,,27,53,194160,27150,6,6,4,5,7,1,8,14,4,4,15,1,06-10-2022 03:02,,6750000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=445092011
7,Nederland,Stoffel Hölsgens,,,1.0,30,24,14070,5640,75,7,4,5,6,1,2,5,4,6,13,3,06-10-2022 03:19,,999999,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=460113726
8,España,Alberto Écija,,,,36,84,7500,3660,10,12,3,7,4,0,4,6,1,11,13,9,06-10-2022 03:24,,675000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=421657065
9,Suomi,Neo Vierre,Potente,,,31,98,54280,15240,86,10,3,7,6,1,8,7,7,9,14,3,06-10-2022 03:27,,1933333,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=434844533
10,Colombia,Alberto Carlos Cortéz,,,,34,6,4600,5050,4,8,1,5,5,1,6,5,3,7,13,5,06-10-2022 03:28,Gunneri Gb,255000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=430924460
11,Schweiz,Jeanloup Genolet,Cabeceador,,,28,64,214280,26940,41,7,4,7,7,1,5,15,2,10,14,5,06-10-2022 03:32,,7000000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=442599698
12,Lëtzebuerg,Lex Weiler,,,,32,42,51770,12650,35,9,6,6,6,1,2,10,7,11,14,5,06-10-2022 03:43,,2400000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=433802501
13,Chile,Eloi Poblete,Rápido,,1.0,29,71,212910,39600,9,9,1,7,6,1,3,11,5,11,16,1,06-10-2022 03:54,,7499999,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=440105217
14,Danmark,Steffan Plenborg,Rápido,,,27,53,100970,32350,16,6,5,7,7,1,5,5,3,4,16,1,06-10-2022 03:57,Lapocho F.C,1041000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=449740294
15,United Arab Emirates,Mohammad Naghmoosh,Potente,,1.0,31,45,78060,23400,58,6,6,8,6,1,7,4,4,11,16,11,06-10-2022 04:13,,3125000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=436583813
16,Argentina,Oded Abuhatzera,Técnico,,1.0,32,41,66540,9860,13,11,2,7,6,1,4,5,11,13,13,2,06-10-2022 04:14,,3000000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=433832829
17,Polska,Włodzimierz Żądło,,,,28,78,126040,34880,79,8,3,7,7,1,4,7,6,8,16,3,06-10-2022 04:15,ALTEX SEBES,3000000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=442333586
18,México,Sergio Gil,,,,28,95,33600,8630,8,6,5,8,6,1,3,5,4,8,13,1,06-10-2022 04:20,diegodaniel,966960,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=442436377
19,Italia,Ermanno Raynaud,,,,32,105,169110,29400,1,11,2,6,7,1,4,16,5,14,14,5,06-10-2022 04:22,,4897000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=432067176
20,Suomi,Jani Jussila,Cabeceador,,,33,78,87280,25110,37,14,3,7,5,1,9,16,3,10,15,13,06-10-2022 04:32,,4500000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=430222085
21,Bulgaria,Atanas Shopski,Imprevisible,,1.0,27,107,117430,10530,32,7,5,7,7,1,4,9,5,12,13,1,06-10-2022 04:39,,4000000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=445680379
22,Italia,Giovanbattista Capeccia,,,1.0,36,0,6700,2530,18,11,3,5,6,0,2,9,8,7,13,2,06-10-2022 04:42,,699000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=424145070
23,Lietuva,Algis Vaitulevičius,,,,27,98,207010,18530,49,8,3,8,6,1,4,7,10,14,14,5,06-10-2022 04:44,,6500000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=443786663
24,Nederland,Josef Peekel,Rápido,,,30,107,129060,16620,109,9,4,6,6,1,4,12,7,13,14,13,06-10-2022 04:44,,5500000,,https://www85.hattrick.org/Club/Players/Player.aspx?playerId=437326986
