,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
0,Alemania,Oliver Peschel,,,,32,106,34870,12590,222,10,4,5,6,14,11,3,4,3,3,14,08-09-2022 07:15,,3500000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=431679625
1,México,Cody Hallowell,,,,34,26,27300,9620,7,14,2,6,5,14,14,1,1,4,0,15,08-09-2022 07:31,Zagorski čudaci,2186880,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=427954067
2,Argentina,Davide Viel,,,,28,103,42080,13670,41,8,3,7,7,14,8,4,6,6,4,7,08-09-2022 07:31,Octopus Trucks,4990000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=441403691
3,Italia,Pier Luigi Catarci,,,,29,40,31900,8930,1,5,5,7,6,13,9,3,3,1,1,14,08-09-2022 07:53,,5200000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=441340574
4,España,Alberto Miguez de Castro,,,,28,22,34850,14710,80,8,4,5,7,14,10,2,2,1,1,15,08-09-2022 08:02,,5950000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=443388308
5,Rumanía,Octavian Izvernari,,,,37,10,16480,2670,113,13,6,7,3,15,9,3,0,0,0,9,08-09-2022 08:04,,1000000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=423801380
6,Grecia,Vaggelis Soulios,,,,33,104,38360,9360,7,13,3,7,5,14,6,3,1,3,5,6,08-09-2022 08:11,AC Mattenhof,1785000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=428831864
7,Alemania,Eric Mansaray,,,,36,83,13930,4330,48,13,2,3,3,15,7,1,6,1,3,3,08-09-2022 08:18,,1125000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=420276066
8,Hungría,László Selymes,,,,38,8,10930,2290,55,15,2,6,4,15,8,1,3,0,0,7,08-09-2022 08:53,,1490000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=418085106
9,Rumanía,Ovidiu Terţan,,,,34,9,37210,9860,190,14,2,6,5,15,7,0,8,2,0,5,08-09-2022 08:56,HNK IVAN pl. ZAJC,1750000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=428330124
10,Finlandia,Maksim Khukhrov,,,,30,26,40770,15160,58,9,4,5,6,14,12,3,2,1,3,2,08-09-2022 09:00,,4400000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=437767364
11,Comoras,Mohamed Assoumani,,,,27,34,46760,17530,52,8,3,6,7,14,8,3,1,2,4,12,08-09-2022 09:03,Toronto Football Club,4914000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=444487566
12,Bielorrusia,Matvey Kosobreev,,,,35,81,23230,7320,34,14,4,6,4,14,14,4,0,1,1,12,08-09-2022 09:04,,2500000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=424075979
13,Hungría,Benedek Petőcz,Cabeceador,,,37,76,7160,1540,32,14,5,7,4,13,10,5,0,2,0,14,08-09-2022 09:08,Black Alder Forest,31000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=419510617
14,Alemania,Franz Zelber,Potente,,,31,19,51050,17100,67,9,6,8,6,15,14,3,3,10,4,12,08-09-2022 09:57,,7000000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=435835717
15,Portugal,Albino Cruzeiro,,,1.0,27,26,45110,13470,76,5,3,8,7,14,2,7,2,1,2,1,08-09-2022 09:58,,4000000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=446641034
16,Italia,Yuri Cambieri,,,,32,52,10660,6810,28,6,5,1,5,13,3,3,1,1,7,13,08-09-2022 10:02,,2000000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=433820682
17,Argentina,Baldomero Uribe,,,,33,22,28970,6530,149,9,2,7,6,13,5,5,0,4,0,6,08-09-2022 10:03,,2000000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=434463602
18,Uganda,Asante Kiriggwajjo,,,,38,67,7510,1500,152,14,6,7,3,13,4,0,1,0,0,4,08-09-2022 10:15,,1312000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=415428187
19,Guatemala,Jerónimo Dudamel,,,,29,84,73880,38860,15,8,4,6,6,14,16,1,1,1,1,13,08-09-2022 10:35,,6888888,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=438971787
20,Bulgaria,Kiril Krústev,,,,29,56,47270,13480,40,8,5,7,7,14,4,3,2,4,1,11,08-09-2022 10:37,,3799000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=441260945
21,Suiza,Dino Guey,,,,32,91,31480,10820,1,10,2,6,6,14,13,0,5,3,1,3,08-09-2022 10:51,,2900000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=436660693
22,Polonia,Mieczysław Golubski,,,,29,76,62110,20420,14,8,3,7,6,15,8,4,1,3,2,15,08-09-2022 10:52,,6375000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=438935544
23,Francia,Jérémy Dugain,,,,32,26,39060,11000,228,9,4,6,6,14,4,7,0,6,0,5,08-09-2022 11:10,,3750000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=434763042
24,Marruecos,Abdelhannane Chakour,,,,36,70,21610,6130,16,14,1,7,5,16,6,0,0,4,0,4,08-09-2022 11:20,,1100000,,https://www84.hattrick.org/Club/Players/Player.aspx?playerId=422243886
