,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
0,Iran,Navid Banna,Imprevisible,,2.0,28,53,78900,13130,56,7,3,5,6,1,4,12,3,9,13,1,30-08-2022 08:10,OBRADA F. C.,3000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=443768091
1,Deutschland,Danny Vonihr,,,,28,54,254910,27720,35,8,2,6,6,1,3,13,3,14,15,1,30-08-2022 08:28,,9200000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=441758051
2,Argentina,Piersandro Molinari,,,1.0,28,95,128520,23990,94,6,2,6,6,1,3,14,5,13,5,11,30-08-2022 08:37,,3900000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=441483195
3,România,Mihai Cuteanu,Técnico,,,28,32,112980,21350,28,8,5,6,7,1,15,12,3,7,3,1,30-08-2022 08:47,,4500000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442780947
4,Österreich,Peter Heller,Potente,,,28,100,59060,21690,39,7,5,8,7,1,4,14,6,6,4,4,30-08-2022 08:52,steel united,1000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=441204016
5,France,Yvan Flamme,Influyente,,,27,79,149830,24660,113,7,4,7,7,1,11,15,9,7,5,2,30-08-2022 09:00,,7600000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=443537566
6,España,Miguel Nistal,,,,27,16,134320,23800,51,7,3,7,7,1,9,15,4,8,10,6,30-08-2022 09:11,,7000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=445786272
7,Al Maghrib,Okacha Warchan,Técnico,,,28,79,100430,26230,72,7,5,8,7,1,6,15,4,9,5,3,30-08-2022 09:14,,2000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442809471
8,Česká republika,Dalibor Kříček,Técnico,,1.0,27,84,76880,7030,72,7,2,5,7,1,7,12,10,10,7,7,30-08-2022 09:17,St. Andrews FC,2900000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=443548036
9,Schweiz,Gaëtan Jotter,Rápido,,2.0,27,61,154680,14990,46,6,4,7,7,1,11,12,15,7,3,1,30-08-2022 09:26,,8225000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=443791306
10,Česká republika,Milan Česák,Rápido,,,28,46,137380,10770,57,7,5,5,6,2,12,12,11,12,3,2,30-08-2022 09:26,,5225000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442360590
11,Brasil,Alex Antunes,Técnico,,,28,87,136010,22770,5,8,4,6,7,1,7,14,6,11,9,8,30-08-2022 09:28,,3000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=441386944
12,România,Dorin-Ioan Erchedi,,,,27,50,179980,26020,23,8,5,6,7,1,15,13,3,7,4,13,30-08-2022 09:50,,5300000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=444800891
13,USA,Cullen Gallup,Imprevisible,,1.0,28,25,179950,25320,45,7,1,6,7,1,3,15,13,12,4,5,30-08-2022 09:53,,5375000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442580582
14,Italia,Odoacre Tecchio,Imprevisible,,,28,107,147660,11450,82,8,3,6,6,1,6,12,6,13,12,2,30-08-2022 10:03,MILEMARI F.C.,1851300,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442177918
15,Brasil,Wilsom da Conceição,Cabeceador,,,27,49,47200,26540,121,4,3,3,7,1,5,15,2,6,3,6,30-08-2022 10:12,HecTec F.C.,1250000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=451380173
16,Bosna i Hercegovina,Nenad Gašović,Cabeceador,,,28,86,203020,28870,137,9,4,7,7,1,15,15,4,3,3,2,30-08-2022 10:13,,5990000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=441350610
17,Portugal,Armando Pingo,Rápido,,2.0,28,106,56780,11650,177,6,4,7,6,1,9,13,5,8,6,1,30-08-2022 10:18,osiv,1400000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=442704465
18,Italia,Francesco Musone,Técnico,,,27,70,54980,21010,1,5,3,6,7,1,5,14,6,5,2,5,30-08-2022 10:18,,1250000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=452627140
19,Portugal,Orlando Lopes Cabral,Influyente,,2.0,28,57,69510,11810,127,7,5,7,6,1,11,13,4,7,5,1,30-08-2022 10:19,,2100000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=450181059
20,Portugal,António Campos Santos,,,,28,0,87490,22050,119,7,6,4,7,1,11,14,3,8,3,5,30-08-2022 10:19,,3600000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=451899087
21,Portugal,Afonso Felgueiras,Potente,,,27,96,115620,21300,126,7,6,6,7,1,11,14,7,8,5,2,30-08-2022 10:20,,4250000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=450342976
22,Portugal,Luciano Lopes,Potente,,,27,85,93570,17390,117,7,4,6,7,1,11,14,6,7,6,1,30-08-2022 10:20,,3900000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=452687036
23,Dhivehi Raajje,Arshad Ayyaa,,,,28,65,112690,11950,89,9,2,7,7,1,4,12,15,8,7,1,30-08-2022 10:20,,4950000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=441611582
24,România,Mihai Mircioiu,,,2.0,27,1,101300,23210,120,6,5,8,7,1,6,15,3,10,3,6,30-08-2022 10:22,,4000000,,https://www86.hattrick.org/Club/Players/Player.aspx?playerId=445693361
