,Nacionalidad,Nombre,Especialidad,Lesiones ,Amonestaciones,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Límite,Máxima oferta,Ofrecer,Unnamed: 24,link
0,Irán,Mohammad Reza Ahmadabadi,,,,29,77,86510,22710,51,7,5,5,6,1,4,4,7,10,16,6,11-09-2022 08:33,,4300000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=438925046
1,Holanda,Levi van Bremen,,,,27,0,143870,33110,51,8,4,7,7,1,3,6,7,9,16,10,11-09-2022 08:35,,5500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=445270137
2,Italia,Antonio Gnoni,,,2.0,33,3,32490,12570,22,8,3,5,5,1,4,10,8,11,15,15,11-09-2022 08:35,,2500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=433805425
3,Israel,Chasid Mohar,,,,30,11,92280,18870,22,10,6,7,6,1,4,11,10,8,15,6,11-09-2022 08:35,,4000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=440812191
4,Francia,Paul Palacin,Potente,,1.0,32,33,178920,23430,33,9,4,7,7,1,4,13,3,15,15,9,11-09-2022 08:46,Yellow Mahi,5150000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=434416004
5,Bélgica,Joran Teugels,,,,29,102,169750,23140,70,9,2,6,7,1,4,9,3,14,15,3,11-09-2022 08:50,,4500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=438606997
6,Italia,Alberto Caggioni,Imprevisible,,,27,68,113570,25240,14,6,3,4,7,2,3,9,5,10,15,1,11-09-2022 08:55,,7500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=444286013
7,Bélgica,Gunter Jeanmart,Imprevisible,,,35,86,14410,6400,22,13,2,7,4,0,3,7,5,14,13,4,11-09-2022 08:55,,1200000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=424202300
8,Bosnia y Herzegovina,Pavle Kovačević,,,,28,90,177230,21740,23,9,3,7,9,1,6,3,3,15,13,1,11-09-2022 08:57,Les Montfortois,3400000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=441489554
9,Italia,Luigi Gherzi,,,1.0,30,103,60950,30340,9,8,3,6,6,1,3,3,2,5,16,4,11-09-2022 09:01,,2200000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=441280093
10,Kuwait,Ahmad Abdul,Cabeceador,,,36,13,11530,3600,27,13,4,7,4,0,3,9,2,11,14,3,11-09-2022 09:02,,1900000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=422771706
11,Rumanía,Ince Bogáti,,,1.0,27,81,175870,18470,33,6,4,6,7,1,4,11,4,13,14,4,11-09-2022 09:03,Barrakentu's Futebol & Boardgame,1971000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=443669627
12,Polonia,Bogusz Błażej,Potente,,1.0,27,106,121030,16690,108,6,4,6,7,1,2,2,8,12,15,2,11-09-2022 09:06,AGUADA DE RIVERA,2867000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=443731603
13,Vietnam,Phan Thiện Viên,,,,31,36,16390,6170,165,8,4,6,6,1,3,6,6,8,13,6,11-09-2022 09:07,,1450000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=439052762
14,Italia,Stefano Ferlenga,Imprevisible,,,33,69,30740,6490,70,9,5,7,6,0,4,11,6,11,13,4,11-09-2022 09:07,,3050000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=429993426
15,Suiza,Erik Thuswalder,Técnico,,,36,37,8650,3130,37,12,3,6,5,1,2,1,4,12,13,2,11-09-2022 09:11,,499999,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=423904388
16,Francia,Abdelghafour Benarbia,,,1.0,27,5,118260,16950,78,6,2,6,7,1,4,12,6,9,14,8,11-09-2022 09:16,,4500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=449392875
17,Inglaterra,Rory Wanderley,,,,33,37,39810,7430,126,9,1,7,6,1,2,13,5,12,13,3,11-09-2022 09:17,,3120000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=432269384
18,Francia,Émeric Vincendeau,Cabeceador,,,27,100,135890,16010,89,6,6,7,7,1,3,8,4,13,14,9,11-09-2022 09:20,,5400000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=443747646
19,Suecia,Jörgen Månström,Técnico,,1.0,29,40,45050,20300,8,2,2,8,6,1,4,2,5,3,15,6,11-09-2022 09:24,,2000000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=442499923
20,México,Gonzalo Viergol,Cabeceador,,,29,107,80700,21390,25,7,6,8,7,1,7,4,5,5,16,7,11-09-2022 09:29,Győr-3/B,2593000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=439100790
21,Irán,Atash Shahbaba,Imprevisible,,,28,44,146770,23310,54,7,4,7,7,1,5,3,13,9,15,5,11-09-2022 09:36,,6500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=442464969
22,Holanda,Armando Schutter,Técnico,,,35,44,14340,4680,2,12,6,6,5,0,5,11,3,12,13,5,11-09-2022 09:38,,700000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=425513765
23,Holanda,Ahmet Tevfik Karayılan,,,,30,72,134330,22160,98,9,6,7,6,2,5,13,2,11,15,6,11-09-2022 09:42,,6500000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=436879203
24,Polonia,Daniel Ćwir,Imprevisible,,,30,22,60820,19570,36,8,4,5,7,1,4,7,6,10,15,5,11-09-2022 09:44,,4600000,,https://www88.hattrick.org/Club/Players/Player.aspx?playerId=440733922
